Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr),India VIX ,STT rate,Avg Share price,Trading Volume
24-Sep-24,25921.45,26011.55,25886.85,25940.4,384115033,35573.63,13.3925,0.0625,25949.2,1.370895056
25-Sep-24,25899.45,26032.8,25871.35,26004.15,278540972,27868.08,12.7425,0.0625,25952.075,1.073828586
26-Sep-24,26005.4,26250.9,25998.4,26216.05,370895477,40838.36,12.0025,0.0625,26124.65,1.563211756
27-Sep-24,26248.25,26277.35,26151.4,26178.95,490332370,55420.63,11.9625,0.0625,26214.375,2.114131273
30-Sep-24,26061.3,26134.7,25794.1,25810.85,375370974,36028.06,12.7875,0.0625,25964.4,1.387594553
01-Oct-24,25788.45,25907.6,25739.2,25796.9,247423786,27473.29,11.9875,0.1,25823.4,1.063891277
03-Oct-24,25452.85,25639.45,25230.3,25250.1,423395030,45689.5,13.17,0.1,25434.875,1.796332791
04-Oct-24,25181.9,25485.05,24966.8,25014.6,374914801,42719.71,14.1275,0.1,25225.925,1.693484382
07-Oct-24,25084.1,25143,24694.35,24795.75,374345795,40550.24,15.08,0.1,24918.675,1.627303217
08-Oct-24,24832.2,25044,24756.8,25013.15,333220055,33493.36,14.5875,0.1,24900.4,1.345093252
09-Oct-24,25065.8,25234.05,24947.7,24981.95,290562844,30877.63,14.1225,0.1,25090.875,1.230631853
10-Oct-24,25067.05,25134.05,24979.4,24998.45,261364749,28046.45,13.495,0.1,25056.725,1.119318267
11-Oct-24,24985.3,25028.65,24920.05,24964.25,210462717,21734.97,13.22,0.1,24974.35,0.870291719
14-Oct-24,25023.45,25159.75,25017.5,25127.95,206423311,21270.9,12.995,0.1,25088.625,0.847830441
15-Oct-24,25186.3,25212.05,25008.15,25057.35,257228772,29113.88,13.0025,0.1,25110.1,1.159448987
16-Oct-24,25008.55,25093.4,24908.45,24971.3,226774456,24115.83,13.0525,0.1,25000.925,0.96459751
17-Oct-24,25027.4,25029.5,24728.9,24749.85,252755662,32606.34,13.3875,0.1,24879.2,1.310586353
18-Oct-24,24664.95,24886.2,24567.65,24854.05,290855392,31772.76,13.0375,0.1,24726.925,1.284945864
21-Oct-24,24956.15,24978.3,24679.6,24781.1,241978957,32207.22,13.7625,0.1,24828.95,1.297163996
22-Oct-24,24798.65,24882,24445.8,24472.1,279484697,32801.59,14.395,0.1,24663.9,1.329943359
23-Oct-24,24378.15,24604.25,24378.1,24435.5,284556771,31928.1,14.6225,0.1,24491.175,1.303657338
24-Oct-24,24412.7,24480.65,24341.2,24399.4,216686434,27817.66,13.97,0.1,24410.925,1.1395578
25-Oct-24,24418.05,24440.25,24073.9,24180.8,372642214,37068.91,14.6325,0.1,24257.075,1.528168998
28-Oct-24,24251.1,24492.6,24134.9,24339.15,278562235,28136.06,14.29,0.1,24313.75,1.157207753
29-Oct-24,24328.85,24484.5,24140.85,24466.85,332044690,35579.48,14.515,0.1,24312.675,1.463412808
30-Oct-24,24371.45,24498.2,24307.3,24340.85,285196335,31068.7,15.51,0.1,24402.75,1.273163885
31-Oct-24,24349.85,24372.45,24172.6,24205.35,287007588,33403.89,15.55,0.1,24272.525,1.376201693
01-Nov-24,24302.75,24368.25,24280.2,24304.35,38811387,3348.45,15.9025,0.1,24324.225,0.137659062
04-Nov-24,24315.75,24316.75,23816.15,23995.35,285531635,31561.52,16.6875,0.1,24066.45,1.311432305
05-Nov-24,23916.5,24229.05,23842.75,24213.3,289511197,30074.77,16.1225,0.1,24035.9,1.251243765
06-Nov-24,24308.75,24537.6,24204.05,24484.05,351082031,34108.84,14.8675,0.1,24370.825,1.399576748
07-Nov-24,24489.6,24503.35,24179.05,24199.35,322185588,30971.89,14.94,0.1,24341.2,1.272406044
08-Nov-24,24207.7,24276.15,24066.65,24148.2,298725122,27670.3,14.47,0.1,24171.4,1.144753717
11-Nov-24,24087.25,24336.8,24004.6,24141.3,273370562,26600.28,14.27,0.1,24170.7,1.100517569
12-Nov-24,24225.8,24242,23839.15,23883.45,255825829,26852.73,14.59,0.1,24040.575,1.116975364
13-Nov-24,23822.45,23873.6,23509.6,23559.05,304569316,27765.81,15.435,0.1,23691.6,1.171968546
14-Nov-24,23542.15,23675.9,23484.15,23532.7,257708474,24814.37,14.775,0.1,23580.025,1.052347061
18-Nov-24,23605.3,23606.8,23350.4,23453.8,263311912,25257.33,15.1675,0.1,23478.6,1.075759628
19-Nov-24,23529.55,23780.65,23464.8,23518.5,297477279,30486.78,15.6625,0.1,23622.725,1.290569991
21-Nov-24,23488.45,23507.3,23263.15,23349.9,420332354,40900.89,15.99,0.1,23385.225,1.749005622
22-Nov-24,23411.8,23956.1,23359,23907.25,367562789,39257.52,16.0975,0.1,23657.55,1.659407673
25-Nov-24,24253.55,24351.55,24135.45,24221.9,687172787,85975.81,15.3025,0.1,24243.5,3.546344793
26-Nov-24,24343.3,24343.3,24125.4,24194.5,230691771,24140.67,15.305,0.1,24234.35,0.996134413
27-Nov-24,24204.8,24354.55,24145.65,24274.9,295011445,31149.09,14.625,0.1,24250.1,1.28449326
28-Nov-24,24274.15,24345.75,23873.35,23914.15,366745300,41198.27,15.205,0.1,24109.55,1.708794648
29-Nov-24,23927.15,24188.45,23927.15,24131.1,282104071,30509.98,14.425,0.1,24057.8,1.268194931
02-Dec-24,24140.85,24301.7,24008.65,24276.05,220384187,23162.75,14.7,0.1,24155.175,0.958914601
03-Dec-24,24367.5,24481.35,24280,24457.15,339470947,34228.3,14.3725,0.1,24380.675,1.403911089
04-Dec-24,24488.75,24573.2,24366.3,24467.45,348003156,34639.78,14.45,0.1,24469.75,1.415616424
05-Dec-24,24539.15,24857.75,24295.55,24708.4,361469920,40471.33,14.5275,0.1,24576.65,1.64673908
06-Dec-24,24729.45,24751.05,24620.5,24677.8,226731303,23904.13,14.14,0.1,24685.775,0.968336218
09-Dec-24,24633.9,24705,24580.05,24619,248139308,25099.79,14.1075,0.1,24642.525,1.018555931
10-Dec-24,24652.65,24677.8,24510.65,24610.05,261048951,26093.38,13.7775,0.1,24594.225,1.06095557
11-Dec-24,24620.5,24691.75,24583.85,24641.8,187252712,21592.23,13.2675,0.1,24637.8,0.876386284
12-Dec-24,24604.45,24675.25,24527.95,24548.7,266051129,28235.17,13.19,0.1,24601.6,1.147696491
13-Dec-24,24498.35,24792.3,24180.8,24768.3,310080852,30429.73,13.0525,0.1,24486.55,1.242712019
16-Dec-24,24753.4,24781.25,24601.75,24668.25,187551629,18608.23,14.02,0.1,24691.5,0.753628982
17-Dec-24,24584.8,24624.1,24303.45,24336,264881033,26765.16,14.485,0.1,24463.775,1.094073176
18-Dec-24,24297.95,24394.45,24149.85,24198.85,235346534,23315.92,14.3725,0.1,24272.15,0.96060382
19-Dec-24,23877.15,24004.9,23870.3,23951.7,271128027,27815.23,14.51,0.1,23937.6,1.161989088
20-Dec-24,23960.7,24065.8,23537.35,23587.5,442714411,47084.68,15.0725,0.1,23801.575,1.978216988
23-Dec-24,23738.2,23869.55,23647.2,23753.45,189758237,18243.28,13.52,0.1,23758.375,0.767867331
24-Dec-24,23769.1,23867.65,23685.15,23727.65,177664746,16010.71,13.1775,0.1,23776.4,0.673386635
26-Dec-24,23775.8,23854.5,23653.6,23750.2,177681783,16695.1,14.035,0.1,23754.05,0.702831728
27-Dec-24,23801.4,23938.85,23800.6,23813.4,176821521,17164.99,13.2375,0.1,23869.725,0.719111343
30-Dec-24,23796.9,23915.35,23599.3,23644.9,364929453,33823.95,13.9725,0.1,23757.325,1.423727208
31-Dec-24,23560.6,23689.85,23460.45,23644.8,193627727,18646.79,14.4475,0.1,23575.15,0.790951065
01-Jan-25,23637.65,23822.8,23562.8,23742.9,154921938,14266.26,14.5075,0.1,23692.8,0.602134826
