title,price,furnishing,bathrooms,tenant preferred,carpet area,House,BHK,place,floor_number,total_floors
"3 BHK Apartment for Rent in DD Diamond Valley, Kakkanad Kochi",28000,Semi-Furnished,3,Bachelors,,Apartment,3,Kakkanad,1,17
"3 BHK Apartment for Rent in Infra Aspire, Kakkanad Kochi",28000,Furnished,3,Bachelors/Family,,Apartment,3,Kakkanad,3,12
"3 BHK Apartment for Rent in Hoysala D'zire Apartments, Kakkanad Kochi",27000,Furnished,3,Bachelors,1200,Apartment,3,Kakkanad,1,11
"3 BHK Apartment for Rent in Sowparnika Atrium, Edappally Kochi",35000,Furnished,2,Bachelors/Family,1102,Apartment,3,Edappally,2,10
"1 BHK Apartment for Rent in Link valley, Kakkanad Kochi",17000,Furnished,1,Bachelors/Family,,Apartment,1,Kakkanad,1,3
3 BHK House for Rent in Edappally Kochi,24000,Semi-Furnished,3,Bachelors,1450,House,3,Edappally,1,2
"2 BHK Apartment for Rent in SFS Silicon Court and Gate , Kakkanad Kochi",20000,Semi-Furnished,2,Bachelors,1200,Apartment,2,Kakkanad,7,15
"3 BHK Apartment for Rent in Motif Green Meadows, Kakkanad Kochi",20000,Semi-Furnished,3,Bachelors/Family,1691,Apartment,3,Kakkanad,,
"3 BHK Apartment for Rent in Sowparnika Atrium, Edappally Kochi",35000,Furnished,2,Bachelors/Family,,Apartment,3,Edappally,2,9
"3 BHK Apartment for Rent in Noel Greenature, Kakkanad Kochi",59000,Furnished,2,Bachelors/Family,2040,Apartment,3,Kakkanad,7,14
3 BHK Apartment for Rent in Kakkanad Kochi,42000,Furnished,3,Bachelors/Family,1400,Apartment,3,Kakkanad,7,12
"3 BHK Apartment for Rent in Jewel Bay View, Vyttila Kochi",25000,Semi-Furnished,3,Bachelors/Family,,Apartment,3,Vyttila,4,10
"3 BHK Apartment for Rent in Puravankra Eternity, Kakkanad Kochi",35000,,,Bachelors/Family,,Apartment,3,Kakkanad,,
"1 BHK Apartment for Rent in Aban Apartments, Kakkanad Kochi",10600,Semi-Furnished,1,Bachelors/Family,,Apartment,1,Kakkanad,1,3
3 BHK Apartment for Rent in Kakkanad Kochi,22000,Furnished,3,Bachelors,,Apartment,3,Kakkanad,5,7
"2 BHK Apartment for Rent in DLF New Town Heights, Kakkanad Kochi",36000,Furnished,2,Bachelors/Family,,Apartment,2,Kakkanad,4,7
2 BHK House for Rent in Kakkanad Kochi,15000,Furnished,2,Bachelors/Family,,House,2,Kakkanad,,
2 BHK Apartment for Rent in Edappally Kochi,16000,Furnished,2,Bachelors/Family,,Apartment,2,Edappally,2,3
3 BHK Apartment for Rent in Edappally Kochi,20000,Furnished,2,Bachelors/Family,,Apartment,3,Edappally,10,12
"2 BHK Apartment for Rent in Flairalliance Atrium, Kakkanad Kochi",15000,Furnished,2,Bachelors/Family,750,Apartment,2,Kakkanad,12,14
3 BHK Builder Floor for Rent in Edappally Kochi,20000,Unfurnished,3,Bachelors/Family,,Builder Floor,3,Edappally,1,5
2 BHK Apartment for Rent in Kakkanad Kochi,20000,Furnished,2,Bachelors/Family,,Apartment,2,Kakkanad,3,15
2 BHK House for Rent in Kakkanad Kochi,30000,Unfurnished,2,Bachelors/Family,,House,2,Kakkanad,,
2 BHK House for Rent in Kakkanad Kochi,30000,Furnished,2,Bachelors/Family,,House,2,Kakkanad,,
3 BHK Villa for Rent in Edappally Kochi,18000,Unfurnished,3,Bachelors/Family,,Villa,3,Edappally,,
3 BHK Apartment for Rent in Kakkanad Kochi,25000,Furnished,3,Bachelors/Family,,Apartment,3,Kakkanad,18,19
3 BHK Apartment for Rent in Kakkanad Kochi,45000,Semi-Furnished,3,Bachelors,1200,Apartment,3,Kakkanad,5,15
3 BHK Apartment for Rent in Edappally Kochi,30000,Furnished,3,Bachelors/Family,,Apartment,3,Edappally,11,23
1 BHK House for Rent in Kakkanad Kochi,18000,Unfurnished,1,Bachelors/Family,,House,1,Kakkanad,,
3 BHK Apartment for Rent in Kakkanad Kochi,40000,Semi-Furnished,3,Bachelors/Family,,Apartment,3,Kakkanad,7,19
3 BHK House for Rent in Kakkanad Kochi,20000,Semi-Furnished,2,Bachelors/Family,,House,3,Kakkanad,1,2
3 BHK House for Rent in Kakkanad Kochi,30000,Furnished,4,Bachelors/Family,1800,House,3,Kakkanad,,
2 BHK Apartment for Rent in Thrikkakara Kochi,25000,Semi-Furnished,2,Bachelors/Family,,Apartment,2,Thrikkakara,12,18
"3 BHK Apartment for Rent in Tranquil Towers , Kakkanad Kochi",30000,Furnished,4,Bachelors/Family,,Apartment,3,Kakkanad,5,10
3 BHK House for Rent in Edappally Kochi,12000,Unfurnished,3,Bachelors/Family,,House,3,Edappally,,
1 BHK Apartment for Rent in Vyttila Kochi,,Furnished,1,Bachelors/Family,,Apartment,1,Vyttila,5,10
"2 BHK Flat for Rent in Kollamkudimugal, Kochi",15000,Semi-Furnished,2,Bachelors/Family,,Flat,2,,2,6
"3 BHK Flat for Rent in TATA Tritvam , Marine Drive, Kochi",75000,Furnished,4,Family,1675,Flat,3,Marine Drive,12,25
"1 BHK Flat for Rent in Infopark Campus, Kochi",15500,Furnished,1,Bachelors/Family,550,Flat,1,,2,4
3 BHK House for Rent in Kalamasery Kochi,22500,Furnished,2,Bachelors/Family,1000,House,3,Kalamasery,1,2
2 BHK Flat for Rent in Kochi,28000,Unfurnished,2,Bachelors/Family,900,Flat,2,in,1,3
"3 BHK Flat for Rent in TATA Tritvam , Marine Drive, Kochi",80000,Furnished,4,Bachelors/Family,2000,Flat,3,Marine Drive,24,25
3 BHK Flat for Rent in Kochi,55000,Furnished,4,Bachelors,2250,Flat,3,in,11,19
"3 BHK Flat for Rent in TATA Tritvam , Marine Drive, Kochi",90000,Furnished,4,Bachelors/Family,1900,Flat,3,Marine Drive,10,26
"3 BHK Flat for Rent in Puravankara Purva Grandbay, Marine Drive, Kochi",55000,Furnished,3,Family,1900,Flat,3,Marine Drive,6,15
2 BHK House for Rent in 2 BHK 2Bath at koonanamavu near to NH66 Highway Kochi,14000,Unfurnished,2,Bachelors/Family,,House,2,Highway,1,1
2 BHK Flat for Rent in Kochi,15000,Semi-Furnished,2,Bachelors/Family,1050,Flat,2,in,2,2
2 BHK Flat for Rent in Kochi,20000,Semi-Furnished,2,Bachelors/Family,1306,Flat,2,in,2,2
"3 BHK Flat for Rent in Skyline Zircon , Panampily Nagar, Kochi",38000,Furnished,3,Bachelors/Family,1500,Flat,3,Panampily Nagar,4,12
2 BHK House for Rent in Infopark Campus Kochi,22000,Furnished,2,Bachelors/Family,,House,2,Campus,1,1
2 BHK Flat for Rent in Kochi,21000,Semi-Furnished,2,Bachelors/Family,750,Flat,2,in,0,2
4 BHK Villa for Rent in Angamali Kochi,25000,Furnished,5,Bachelors/Family,,Villa,4,Angamali,,
"3 BHK Flat for Rent in Ambalamedu, Kochi",20000,Semi-Furnished,3,Bachelors,1000,Flat,3,,0,3
"3 BHK Flat for Rent in TATA Tritvam , Marine Drive, Kochi",90000,Semi-Furnished,4,Bachelors/Family,2000,Flat,3,Marine Drive,14,25
"3 BHK Flat for Rent in Happy Homes Siva Apartments, Thudiyur, Kochi",22000,Semi-Furnished,3,Bachelors/Family,,Apartment,3,Thudiyur,4,8
"3 BHK Flat for Rent in Marine Drive, Kochi",68000,Furnished,2,Bachelors/Family,,Flat,3,,2,15
"3 BHK Apartment for Rent in Asten Campus Court, Kakkanad Kochi",48000,Furnished,3,Bachelors/Family,,Apartment,3,Kakkanad,5,23
"3 BHK Apartment for Rent in Abad Casablanca , Vazhakkala Kochi",35000,Furnished,3,Bachelors/Family,,Apartment,3,Vazhakkala,1,11
3 BHK Apartment for Rent in Tiknar olina Kochi,30000,Semi-Furnished,3,Bachelors/Family,,Apartment,3,olina,3,15
3 BHK Apartment for Rent in Kalamasery Kochi,40000,Furnished,4,Bachelors/Family,,Apartment,3,Kalamasery,0,3
3 BHK Apartment for Rent in chittor road Kochi,29000,Furnished,4,Bachelors/Family,,Apartment,3,road,7,11
2 BHK House for Rent in Puthencruz Kochi,12508,,,Bachelors/Family,,House,2,Puthencruz,,
2 BHK House for Rent in Koonammavu Kochi,11000,Unfurnished,2,Bachelors/Family,,House,2,Koonammavu,1,1
2 BHK Apartment for Rent in Kolenchery Kochi,14000,Furnished,1,Bachelors,800,Apartment,2,Kolenchery,0,2
5 BHK House for Rent in Padamugal Kochi,35000,Semi-Furnished,5,Bachelors,1800,House,5,Padamugal,1,2
2 BHK House for Rent in Lakeshore homestay Kochi,25000,Furnished,2,Bachelors/Family,,House,2,homestay,0,1
3 BHK Apartment for Rent in Skyline Petta Maradu Kochi,22000,Furnished,2,Bachelors,1250,Apartment,3,Maradu,11,17
3 BHK House for Rent in Vypin Kochi,15000,Semi-Furnished,3,Bachelors/Family,,House,3,Vypin,0,1
"1 BHK Apartment for Rent in South Indian Bank, Elamakkara Kochi",13000,,,Bachelors/Family,,Apartment,1,Elamakkara,,
3 BHK Villa for Rent in Kaipattoor Kochi,9000,Unfurnished,2,Family,,Villa,3,Kaipattoor,,
"2 BHK Apartment for Rent in Coral Auriga, Coral Auriga, Maradu, Kochi,Coral Auriga, Maradu, Kochi Kochi",15000,Unfurnished,2,Bachelors/Family,,Apartment,2,Kochi,2,3
"3 BHK Apartment for Rent in Riviera Retreat, Thevara Kochi",45000,Furnished,3,Bachelors,,Apartment,3,Thevara,10,13
2 BHK Builder Floor for Rent in Vennala Kochi,10000,Semi-Furnished,1,Bachelors/Family,,Builder Floor,2,Vennala,1,2
3 BHK Apartment for Rent in Kadavanthra Kochi,20000,Semi-Furnished,3,Family,,Apartment,3,Kadavanthra,2,13
2 BHK Apartment for Rent in Kaloor Kochi,14000,Unfurnished,2,Family,750,Apartment,2,Kaloor,0,2
"4 BHK Apartment for Rent in Prestige Neptunes Courtyard, Marine Drive Kochi",70000,Furnished,5,Bachelors/Family,,Apartment,4,Marine Drive,15,16
2 BHK House for Rent in Panayappilly Kochi,15000,Semi-Furnished,2,Family,1100,House,2,Panayappilly,,
4 BHK House for Rent in Koonammavu Kochi,18500,Unfurnished,4,Bachelors/Family,1400,House,4,Koonammavu,1,2
2 BHK House for Rent in Nettoor Kochi,20000,Furnished,2,Bachelors/Family,,House,2,Nettoor,1,1
2 BHK House for Rent in Kacherippady Kochi,16000,Semi-Furnished,2,Bachelors/Family,,House,2,Kacherippady,1,3
3 BHK House for Rent in Cheppanam Kochi,150000,Semi-Furnished,3,Bachelors/Family,,House,3,Cheppanam,1,2
1 BHK Builder Floor for Rent in Kaloor Kochi,3500,Furnished,1,Bachelors/Family,,Builder Floor,1,Kaloor,1,3
1 BHK Builder Floor for Rent in Fort Kochi Kochi,9900,Semi-Furnished,1,Bachelors/Family,,Builder Floor,1,Fort Kochi,,
2 BHK Apartment for Rent in Pachalam Kochi,32000,Furnished,2,Bachelors/Family,850,Apartment,2,Pachalam,2,2
3 BHK Villa for Rent in Angamali Kochi,15000,Semi-Furnished,2,Bachelors/Family,,Villa,3,Angamali,,
4 BHK Apartment for Rent in Anjaneya Apartment Kochi,30000,Furnished,4,Bachelors/Family,1900,Apartment,4,Apartment,5,5
"2 BHK Apartment for Rent in Sowparnika Atrium, Edappally Kochi",36000,Semi-Furnished,2,Bachelors/Family,,Apartment,2,Edappally,1,9
"1 BHK Apartment for Rent in Prestige Hillside Gateway, Kakkanad Kochi",32000,Furnished,1,Bachelors,650,Apartment,1,Kakkanad,1,26
2 BHK House for Rent in ARA 88 Kochi,21000,Semi-Furnished,2,Bachelors/Family,1400,House,2,88,,
4 BHK House for Rent in Tripunithura Kochi,25000,Semi-Furnished,4,Bachelors/Family,,House,4,Tripunithura,,
3 BHK Apartment for Rent in Asset Homes Silicon Heights Kochi,40000,Furnished,4,Bachelors/Family,1700,Apartment,3,Heights,2,15
3 BHK House for Rent in Varapuzha Kochi,16000,Unfurnished,2,Family,,House,3,Varapuzha,,
"3 BHK Apartment for Rent in Mystic Heights Phase I, Vyttila Kochi",22000,Furnished,3,Family,1480,Apartment,3,Vyttila,1,18
1 BHK Apartment for Rent in Kakkanad Kochi,15000,Semi-Furnished,1,Bachelors/Family,750,Apartment,1,Kakkanad,1,4
4 BHK House for Rent in tripunithura Kochi,35000,Semi-Furnished,4,Bachelors/Family,,House,4,tripunithura,,
3 BHK Apartment for Rent in Kakkanad Kochi,38000,Furnished,3,Bachelors/Family,,Apartment,3,Kakkanad,16,20
1 BHK Apartment for Rent in Mather Esperansa Kochi,30000,Furnished,1,Bachelors,720,Apartment,1,Esperansa,12,12
"3 BHK Apartment for Rent in Puravankara Purva Grandbay, Marine Drive Kochi",45000,Furnished,3,Bachelors/Family,,Apartment,3,Marine Drive,10,14
3 BHK Apartment for Rent in Ravipuram Kochi,50000,Furnished,3,Bachelors/Family,2200,Apartment,3,Ravipuram,6,13
3 BHK Builder Floor for Rent in Kaloor Kochi,17000,Semi-Furnished,2,Bachelors/Family,,Builder Floor,3,Kaloor,1,4
"2 BHK Apartment for Rent in DD Diamond Valley, Kakkanad Kochi",24000,Semi-Furnished,2,Bachelors,970,Apartment,2,Kakkanad,10,17
1 BHK House for Rent in Vaduthala Kochi,4500,Furnished,1,Bachelors/Family,,House,1,Vaduthala,,
3 BHK House for Rent in udayamperoor Kochi,15000,Unfurnished,3,Bachelors/Family,1116,House,3,udayamperoor,,
2 BHK Apartment for Rent in Pachalam Kochi,11000,Unfurnished,2,Bachelors/Family,850,Apartment,2,Pachalam,2,2
1 BHK Apartment for Rent in Thevara Kochi,15000,Furnished,1,Bachelors,400,Apartment,1,Thevara,0,3
3 BHK Villa for Rent in Aikaranad South Kochi,16000,Unfurnished,3,Bachelors/Family,1800,Villa,3,South,,
3 BHK Builder Floor for Rent in Elamakkara Kochi,15000,Semi-Furnished,2,Bachelors/Family,,Builder Floor,3,Elamakkara,2,3
2 BHK Apartment for Rent in Kakkanad Kochi,15000,Furnished,1,Bachelors/Family,700,Apartment,2,Kakkanad,0,2
2 BHK Apartment for Rent in Tripunithura Kochi,20000,Semi-Furnished,2,Bachelors/Family,1100,Apartment,2,Tripunithura,3,14
"3 BHK Apartment for Rent in Galaxy Luxor, Kadavanthra Kochi",20000,Furnished,2,Bachelors,1000,Apartment,3,Kadavanthra,4,4
2 BHK Apartment for Rent in Ayyappankavu Kochi,25000,,,Bachelors/Family,,Apartment,2,Ayyappankavu,,
5 BHK House for Rent in Kandanad Kochi,30000,Semi-Furnished,5,Bachelors/Family,,House,5,Kandanad,1,2
3 BHK Apartment for Rent in Aluva Kochi,15000,Semi-Furnished,4,Bachelors/Family,1600,Apartment,3,Aluva,7,14
"2 BHK Apartment for Rent in Jawahar Nagar, Kadavanthra Kochi",30000,Furnished,3,Bachelors/Family,950,Apartment,2,Kadavanthra,2,2
3 BHK Builder Floor for Rent in Edappally Kochi,16500,Unfurnished,3,Bachelors/Family,1150,Builder Floor,3,Edappally,2,2
3 BHK Apartment for Rent in shenoys Kochi,32000,Furnished,2,Bachelors/Family,1400,Apartment,3,shenoys,9,12
1 BHK Apartment for Rent in Angamaly Kochi,9500,Furnished,1,Bachelors/Family,200,Apartment,1,Angamaly,1,3
2 BHK Villa for Rent in Kochi,25000,Furnished,2,Bachelors/Family,,Villa,2,in,,
2 BHK House for Rent in Maradu Kochi,11000,Unfurnished,1,Bachelors/Family,,House,2,Maradu,,
1 BHK House for Rent in Nedumbassery Kochi,8000,Semi-Furnished,1,Bachelors/Family,,House,1,Nedumbassery,,
2 BHK Apartment for Rent in Thevara Kochi,16000,Semi-Furnished,2,Bachelors/Family,840,Apartment,2,Thevara,8,13
3 BHK Villa for Rent in Thuthiyoor Kochi,42000,Furnished,3,Bachelors/Family,,Villa,3,Thuthiyoor,,
1 BHK Builder Floor for Rent in Vazhakkala Kochi,15000,Furnished,1,Bachelors/Family,,Builder Floor,1,Vazhakkala,1,6
2 BHK Builder Floor for Rent in Kalamassery Kochi,14500,Semi-Furnished,2,Bachelors/Family,,Builder Floor,2,Kalamassery,0,4
1 BHK Apartment for Rent in Edappally Kochi,18000,Unfurnished,1,Bachelors,600,Apartment,1,Edappally,1,3
2 BHK House for Rent in Thoppumpady Kochi,17000,Furnished,2,Family,1000,House,2,Thoppumpady,,
2 BHK Apartment for Rent in Karikkamuri Kochi,19000,Unfurnished,2,Bachelors/Family,850,Apartment,2,Karikkamuri,0,3
2 BHK Apartment for Rent in Edappally Kochi,18000,Furnished,2,Bachelors/Family,,Apartment,2,Edappally,1,3
"3 BHK Apartment for Rent in Confident Cygnus III, Kakkanad Kochi",13000,Semi-Furnished,2,Family,972,Apartment,3,Kakkanad,2,8
2 BHK Builder Floor for Rent in Vazhakkala Kochi,20000,Furnished,2,Bachelors/Family,,Builder Floor,2,Vazhakkala,4,4
"3 BHK Apartment for Rent in RDS Aura, Kadavanthra Kochi",50000,Furnished,4,Bachelors/Family,1750,Apartment,3,Kadavanthra,5,12
3 BHK Builder Floor for Rent in Kadungalloor Kochi,20000,Semi-Furnished,3,Bachelors/Family,,Builder Floor,3,Kadungalloor,0,2
2 BHK Apartment for Rent in Nanma one cochin Kochi,25000,Semi-Furnished,2,Bachelors/Family,900,Apartment,2,cochin,6,26
2 BHK House for Rent in Priyadarshini colony Kochi,18000,Semi-Furnished,2,Bachelors/Family,,House,2,colony,1,1
1 BHK House for Rent in Chottanikkara Kochi,30000,Furnished,1,Bachelors/Family,650,House,1,Chottanikkara,,
"3 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi",72000,Furnished,3,Bachelors,,Apartment,3,Marine Drive,14,26
2 BHK Builder Floor for Rent in Midhunam House Kochi,17500,,,Bachelors/Family,,Builder Floor,2,House,,
2 BHK Apartment for Rent in Kadavanthra Kochi,30000,Semi-Furnished,2,Bachelors/Family,1200,Apartment,2,Kadavanthra,2,14
2 BHK House for Rent in Pachalam Kochi,20000,Semi-Furnished,2,Bachelors/Family,,House,2,Pachalam,0,3
"3 BHK Apartment for Rent in DD Platinum Planet, Kathrikadavu Kochi",38000,Furnished,3,Bachelors/Family,1850,Apartment,3,Kathrikadavu,8,18
4 BHK Villa for Rent in Vennala Kochi,65000,Furnished,5,Family,2700,Villa,4,Vennala,,
1 BHK Apartment for Rent in Jose Junction Kochi,15000,Semi-Furnished,1,Bachelors/Family,750,Apartment,1,Junction,2,2
3 BHK House for Rent in Thevara Kochi,20000,Unfurnished,3,Bachelors/Family,,House,3,Thevara,0,2
3 BHK Apartment for Rent in Starpark apartment Kochi,25000,,,Bachelors/Family,,Apartment,3,apartment,,
"2 BHK Apartment for Rent in Mattancherry, Kochi Kochi",13000,Unfurnished,2,Bachelors/Family,,Apartment,2,Kochi,1,2
5 BHK Villa for Rent in judgemukk Kochi,45000,Furnished,5,Bachelors/Family,2800,Villa,5,judgemukk,,
3 BHK Apartment for Rent in Kadavanthra Kochi,18000,Semi-Furnished,3,Bachelors/Family,,Apartment,3,Kadavanthra,5,19
3 BHK Apartment for Rent in Palarivattom Kochi,25000,Unfurnished,3,Bachelors,,Apartment,3,Palarivattom,6,10
3 BHK Apartment for Rent in Tripunitura Kochi,20000,Semi-Furnished,3,Bachelors/Family,,Apartment,3,Tripunitura,2,2
"2 BHK Apartment for Rent in ATRIA THEVARA, Thevara Kochi",25000,Furnished,2,Bachelors/Family,1350,Apartment,2,Thevara,12,14
2 BHK Apartment for Rent in Dream flower estella 2 Kochi,17000,Unfurnished,2,Bachelors/Family,950,Apartment,2,2,1,6
3 BHK House for Rent in Panangad Kochi,20000,Semi-Furnished,3,Bachelors/Family,,House,3,Panangad,2,2
"1 BHK Apartment for Rent in Aquacity, Aluva Kochi",14500,Furnished,1,Bachelors,500,Apartment,1,Aluva,19,22
2 BHK House for Rent in Thevara Kochi,16000,Unfurnished,2,Bachelors/Family,,House,2,Thevara,1,2
3 BHK Villa for Rent in Nedumbassery Kochi,25000,Furnished,4,Bachelors/Family,,Villa,3,Nedumbassery,,
1 BHK House for Rent in Eroor Kochi,12000,Furnished,1,Bachelors/Family,,House,1,Eroor,1,2
1 BHK House for Rent in Gandhinagar Kochi,8000,Furnished,1,Bachelors/Family,,House,1,Gandhinagar,1,2
1 BHK House for Rent in Kacheripadi Kochi,8000,Unfurnished,1,Bachelors/Family,,House,1,Kacheripadi,,
"3 BHK Apartment for Rent in Hoysala D'zire Apartments, Kochi",20000,Semi-Furnished,3,Bachelors/Family,,Apartment,3,,1,11
4 BHK House for Rent in Kerala Kochi,38000,Furnished,4,Family,,House,4,Kerala,1,2
3 BHK House for Rent in Palluruthy Kochi,16000,Semi-Furnished,2,Bachelors,1000,House,3,Palluruthy,,
1 BHK Apartment for Rent in Mundamveli Kochi,7500,Semi-Furnished,1,Bachelors,,Apartment,1,Mundamveli,1,2
"2 BHK Apartment for Rent in DD Diamond Valley, Edachira Kochi",29500,Furnished,2,Bachelors/Family,968,Apartment,2,Edachira,15,17
1 BHK House for Rent in Kalamassery Kochi,10000,Furnished,1,Bachelors/Family,,House,1,Kalamassery,,
"3 BHK Apartment for Rent in Puravankara Purva Grandbay, Marine Drive Kochi",43000,Unfurnished,3,Bachelors,,Apartment,3,Marine Drive,4,13
3 BHK Apartment for Rent in Panampily Nagar Kochi,40000,Furnished,3,Bachelors/Family,1600,Apartment,3,Panampily Nagar,4,11
2 BHK House for Rent in Eroor Kochi,400000,Unfurnished,1,Bachelors,,House,2,Eroor,,
3 BHK House for Rent in Eroor Kochi,30000,Unfurnished,3,Bachelors/Family,3500,House,3,Eroor,1,1
1 BHK House for Rent in Eloor Kochi,12000,Semi-Furnished,1,Bachelors,2,House,1,Eloor,0,1
"3 BHK Apartment for Rent in Riviera Retreat, Thevara Kochi",35000,Furnished,3,Bachelors/Family,,Apartment,3,Thevara,10,15
"2 BHK Apartment for Rent in KB Apartments, Kadavanthra Kochi",15000,Semi-Furnished,2,Family,700,Apartment,2,Kadavanthra,5,5
2 BHK Apartment for Rent in Menaka-MARINE DRIVE Kochi,20000,Semi-Furnished,2,Bachelors/Family,,Apartment,2,DRIVE,3,11
3 BHK House for Rent in Poonithura Kochi,19000,Unfurnished,3,Bachelors,1300,House,3,Poonithura,0,2
2 BHK Apartment for Rent in Shanti Nagar Kochi,13000,Unfurnished,2,Bachelors/Family,650,Apartment,2,Panampily Nagar,2,2
2 BHK House for Rent in Elamakkara Kochi,15000,Semi-Furnished,2,Family,,House,2,Elamakkara,,
3 BHK House for Rent in Near Federal Park Vennala Thurithiyil Unnikrisnan Road Kochi,20000,Semi-Furnished,3,Bachelors/Family,,House,3,Road,,
2 BHK Villa for Rent in Kalamasery Kochi,9500,Unfurnished,2,Family,,Villa,2,Kalamasery,,
2 BHK Builder Floor for Rent in Palluruthy Kochi,9000,Semi-Furnished,2,Bachelors/Family,,Builder Floor,2,Palluruthy,0,3
4 BHK Villa for Rent in Kundanoor Kochi,50000,Furnished,4,Bachelors/Family,,Villa,4,Kundanoor,,
"3 BHK Apartment for Rent in in Kakkanad, Kochi Kochi",13000,Semi-Furnished,3,Bachelors/Family,,Apartment,3,Kochi,1,8
"3 BHK Apartment for Rent in Heera Life Style, Thrippunithura Kochi",25000,Semi-Furnished,4,Bachelors/Family,,Apartment,3,Thrippunithura,19,21
"1 BHK House for Rent in Palarivattom, near Medical Center Hospital Kochi",10000,Furnished,1,Bachelors/Family,,House,1,Hospital,,
3 BHK House for Rent in near KSRTC bus stand Kochi,23000,Semi-Furnished,3,Bachelors/Family,1500,House,3,stand,,
1 BHK House for Rent in Nedumbassery Kochi,8000,Semi-Furnished,1,Bachelors/Family,,House,1,Nedumbassery,1,3
2 BHK House for Rent in Kolenchery Kochi,6000,Unfurnished,1,Bachelors/Family,,House,2,Kolenchery,1,1
3 BHK Builder Floor for Rent in Thevara Kochi,20000,Semi-Furnished,3,Bachelors/Family,,Builder Floor,3,Thevara,0,3
1 BHK House for Rent in Ayyappankavu Kochi,15000,Furnished,1,Bachelors/Family,,House,1,Ayyappankavu,1,2
2 BHK Builder Floor for Rent in Elamakkara Kochi,14000,Unfurnished,2,Bachelors,1000,Builder Floor,2,Elamakkara,1,2
2 BHK House for Rent in Pachalam Kochi,,Semi-Furnished,2,Family,,House,2,Pachalam,1,3
3 BHK Apartment for Rent in Panampily Nagar Kochi,,Furnished,4,Bachelors/Family,2000,Apartment,3,Panampily Nagar,11,17
"2 BHK Apartment for Rent in Olive Heights, Kadavanthra Kochi",31000,Unfurnished,2,Bachelors/Family,1254,Apartment,2,Kadavanthra,8,18
"3 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi",75000,Furnished,4,Family,1574,Apartment,3,Marine Drive,15,25
1 BHK House for Rent in Infopark Campus Kochi,10000,Semi-Furnished,1,Bachelors/Family,,House,1,Campus,1,3
"2 BHK Apartment for Rent in Sowparnika Atrium, Edappally Kochi",32000,Furnished,2,Bachelors/Family,,Apartment,2,Edappally,7,9
"3 BHK Apartment for Rent in ABAD Daffodil Gardens, Thrippunithura Kochi",35000,Semi-Furnished,3,Bachelors/Family,1540,Apartment,3,Thrippunithura,4,10
"3 BHK Apartment for Rent in Tiknar Petals, Kadavanthra Kochi",30000,Semi-Furnished,3,Bachelors/Family,,Apartment,3,Kadavanthra,3,15
1 BHK House for Rent in Fort Cochin Kochi,9000,Semi-Furnished,1,Bachelors/Family,,House,1,Cochin,,
"3 BHK Builder Floor for Rent in Tricore 22, Aluva Kochi",20000,Furnished,3,Bachelors/Family,1800,Builder Floor,3,Aluva,3,22
1 BHK Apartment for Rent in Infopark Kochi,15000,Semi-Furnished,1,Bachelors/Family,700,Apartment,1,Infopark,1,4
1 BHK Apartment for Rent in Angamali Kochi,10000,Furnished,1,Bachelors,100,Apartment,1,Angamali,1,3
2 BHK Builder Floor for Rent in Midhunam House Kochi,17500,Semi-Furnished,2,Bachelors/Family,,Builder Floor,2,House,2,3
"4 BHK Apartment for Rent in Ansal City, Thrippunithura Kochi",48000,Furnished,4,Bachelors/Family,,Apartment,4,Thrippunithura,7,11
"2 BHK Builder Floor for Rent in Tricore 22, Aluva Kochi",16500,Furnished,2,Bachelors/Family,700,Builder Floor,2,Aluva,3,5
"3 BHK Apartment for Rent in SFS Grandville , Thrikkakara Kochi",40000,Semi-Furnished,4,Bachelors/Family,1730,Apartment,3,Thrikkakara,6,13
"1 BHK Apartment for Rent in Alpine Suites, Aluva Kochi",10000,Furnished,1,Bachelors,,Apartment,1,Aluva,,
"3 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi",90000,Furnished,4,Bachelors/Family,1900,Apartment,3,Marine Drive,13,25
"3 BHK Apartment for Rent in Skyline Zircon , Panampily Nagar Kochi",38000,Furnished,3,Bachelors/Family,,Apartment,3,Panampily Nagar,4,12
