Date 	Open 	High 	Low 	Close 	Shares Traded 	Turnover (? Cr)	India VIX	STT rate	Avg Share price	Trading Volume 
07-Aug-15	8580.8	8595.95	8552.7	8564.6	148073594	6528.28	14.91	0.05	8574.325	0.761375385
10-Aug-15	8577	8621.55	8497.8	8525.6	127194886	5780.49	15.465	0.05	8559.675	0.675316528
11-Aug-15	8548.45	8556.25	8441.3	8462.35	159192694	7049.29	15.8925	0.05	8498.775	0.829447773
12-Aug-15	8445.7	8446.95	8337.95	8349.45	195904304	8630.35	17.445	0.05	8392.45	1.028346907
13-Aug-15	8384.45	8429.5	8339.75	8355.85	195079107	7840.58	17.0175	0.05	8384.625	0.935113973
14-Aug-15	8402.35	8530.1	8381.2	8518.55	160680260	7090.58	16.02	0.05	8455.65	0.838561199
17-Aug-15	8530.5	8530.6	8428.05	8477.3	180083830	6543.01	16.4625	0.05	8479.325	0.77164279
18-Aug-15	8505.85	8525.75	8433.6	8466.55	157991554	6501.24	16.36	0.05	8479.675	0.766685044
19-Aug-15	8468.05	8520.45	8425.95	8495.15	134512114	6338.67	16.68	0.05	8473.2	0.748084549
20-Aug-15	8471.05	8501.35	8359.75	8372.75	189841783	9193.19	16.975	0.05	8430.55	1.090461476
21-Aug-15	8305.4	8322.2	8225.05	8299.95	207542070	9606.33	17.115	0.05	8273.625	1.161078729
24-Aug-15	8055.95	8060.05	7769.4	7809	322096413	13856.66	28.13	0.05	7914.725	1.75074434
25-Aug-15	7895.4	7925.4	7667.25	7880.7	308255265	13420.76	26.8475	0.05	7796.325	1.721421311
26-Aug-15	7865.25	7930.05	7777.1	7791.85	223261362	10207.56	25.515	0.05	7853.575	1.299734197
27-Aug-15	7921.6	7963.6	7862.3	7948.95	314422773	14282.73	22.0425	0.05	7912.95	1.804981707
28-Aug-15	8053.7	8091.8	7961.65	8001.95	201572450	8641.87	23.33	0.05	8026.725	1.076637109
31-Aug-15	8009.25	8043.6	7947.95	7971.3	204254629	9547.7	24.595	0.05	7995.775	1.19409313
01-Sep-15	7907.95	7929.1	7746.5	7785.85	190581167	8633.26	28.7175	0.05	7837.8	1.101490214
02-Sep-15	7856.65	7862.55	7699.25	7717	222003483	9794.29	26.65	0.05	7780.9	1.258760555
03-Sep-15	7774.45	7845.6	7754.05	7823	160609681	7060.37	24.115	0.05	7799.825	0.90519595
04-Sep-15	7803.4	7804.9	7626.85	7655.05	199569987	8200.69	26.4225	0.05	7715.875	1.062833444
07-Sep-15	7685.85	7705.05	7545.9	7558.8	145763902	5768.15	26.35	0.05	7625.475	0.756431567
08-Sep-15	7587.7	7720.9	7539.5	7688.25	177514609	7380.17	24.5675	0.05	7630.2	0.967231527
09-Sep-15	7805.85	7846.05	7764.55	7818.6	214842731	8550.1	24.3	0.05	7805.3	1.095422341
10-Sep-15	7729.05	7819.85	7678.5	7788.1	165313439	6992.42	24.745	0.05	7749.175	0.902343798
11-Sep-15	7833.8	7864.85	7759.9	7789.3	140576943	6014.16	24.975	0.05	7812.375	0.769824797
14-Sep-15	7811.1	7879.95	7761.85	7872.25	126630775	5277.75	24.32	0.05	7820.9	0.674826427
15-Sep-15	7867.35	7880	7799.75	7829.1	140722007	6252.35	23.7425	0.05	7839.875	0.797506338
16-Sep-15	7886.85	7913.9	7853.3	7899.15	144331414	6650.61	21.9975	0.05	7883.6	0.843600639
18-Sep-15	7967.45	8055	7955.85	7981.9	249313429	11328.64	18.2925	0.05	8005.425	1.415120371
21-Sep-15	7911.5	7987.9	7908.35	7977.1	125628591	5482.45	18.1775	0.05	7948.125	0.689779036
22-Sep-15	8014.8	8021.6	7787.75	7812	173569429	7887.06	20.345	0.05	7904.675	0.997771572
23-Sep-15	7737.35	7882.9	7723.25	7845.95	151196367	6869.26	20.6875	0.05	7803.075	0.880327307
24-Sep-15	7838.4	7894.5	7804.1	7868.5	208766516	9732.18	20.8825	0.05	7849.3	1.239878715
28-Sep-15	7892.8	7893.95	7787.95	7795.7	140480206	7120.05	21.6675	0.05	7840.95	0.90805961
29-Sep-15	7725.7	7926.55	7691.2	7843.3	248106979	11184.67	21.57	0.05	7808.875	1.432302348
30-Sep-15	7924.25	7957.7	7874.5	7948.9	217187896	9981.56	19.625	0.05	7916.1	1.260918887
01-Oct-15	7992.05	8008.25	7930.65	7950.9	161809883	8896.78	19.235	0.05	7969.45	1.116360602
05-Oct-15	8005.1	8128.9	8005.1	8119.3	188830270	9589.63	19.1275	0.05	8067	1.188747986
06-Oct-15	8180.45	8180.95	8096.5	8152.9	184037905	8461.64	19.305	0.05	8138.725	1.039676362
07-Oct-15	8146.2	8188.9	8132.9	8177.4	199911165	7894.19	19.3375	0.05	8160.9	0.967318556
08-Oct-15	8196.75	8196.75	8105.85	8129.35	177030502	7837.16	19.5625	0.05	8151.3	0.961461362
09-Oct-15	8186.35	8232.2	8139.65	8189.7	205859184	7960.62	18.925	0.05	8185.925	0.972476537
12-Oct-15	8231.5	8244.5	8128.2	8143.6	205255913	7604.3	19.1225	0.05	8186.35	0.928899937
13-Oct-15	8121.95	8150.25	8088.6	8131.7	150431773	6877.36	18.015	0.05	8119.425	0.847025497
14-Oct-15	8102.4	8139.3	8096.35	8107.9	143158108	6607.21	17.72	0.05	8117.825	0.813913825
15-Oct-15	8134.35	8190.55	8129.8	8179.5	172429864	7625.17	17.17	0.05	8160.175	0.934437068
16-Oct-15	8193.65	8246.4	8147.65	8238.15	161153559	6956.78	16.275	0.05	8197.025	0.848695716
19-Oct-15	8262.55	8283.05	8239.2	8275.05	128300205	6880.43	16.8775	0.05	8261.125	0.832868405
20-Oct-15	8280.3	8294.05	8229.2	8261.65	159947752	7661.53	16.995	0.05	8261.625	0.927363563
21-Oct-15	8258.35	8294.4	8217.15	8251.7	149270047	6689.35	16.6225	0.05	8255.775	0.810263119
23-Oct-15	8308.25	8328.1	8280.75	8295.45	156664310	7466.28	16.1925	0.05	8304.425	0.899072482
26-Oct-15	8333.65	8336.3	8252.05	8260.55	138006303	6799.49	17.23	0.05	8294.175	0.819790998
27-Oct-15	8230.35	8241.95	8217.05	8232.9	161493491	8271.49	16.535	0.05	8229.5	1.005102376
28-Oct-15	8188.9	8209.1	8131.8	8171.2	194708669	9131.44	17.04	0.05	8170.45	1.117617757
29-Oct-15	8175.45	8179.6	8098	8111.75	224234135	10569.95	17.5825	0.05	8138.8	1.298711112
30-Oct-15	8123.55	8146.1	8044.4	8065.8	205663493	9218.39	17.88	0.05	8095.25	1.138740619
02-Nov-15	8054.55	8060.7	7995.6	8050.8	140323983	6552.67	19.4775	0.05	8028.15	0.816211705
03-Nov-15	8086.35	8100.35	8031.75	8060.7	136625382	5955.64	19.555	0.05	8066.05	0.738358924
04-Nov-15	8104.9	8116.1	8027.3	8040.2	125935846	5696.01	19.355	0.05	8071.7	0.705676623
05-Nov-15	8030.35	8031.2	7944.1	7955.45	136223827	6001.38	19.2925	0.05	7987.65	0.751332369
06-Nov-15	7956.55	8002.65	7926.15	7954.3	226329409	8771.77	19.4725	0.05	7964.4	1.101372357
09-Nov-15	7788.25	7937.75	7771.7	7915.2	218422388	9376.17	17.04	0.05	7854.725	1.193698061
10-Nov-15	7877.6	7885.1	7772.85	7783.35	170267413	7153.47	16.825	0.05	7828.975	0.913717313
11-Nov-15	7838.8	7847.95	7819.1	7825	22380435	1123.44	16.905	0.05	7833.525	0.143414363
13-Nov-15	7762.45	7775.1	7730.9	7762.25	165876819	7731.55	17.6525	0.05	7753	0.997233329
16-Nov-15	7732.95	7838.85	7714.15	7806.6	154134885	6871.15	17.8775	0.05	7776.5	0.883578731
17-Nov-15	7848.75	7860.45	7793	7837.55	149451211	6367.14	16.9725	0.05	7826.725	0.813512676
18-Nov-15	7823.15	7843.4	7725.05	7731.8	148037721	6112.32	17.415	0.05	7784.225	0.785218824
19-Nov-15	7788.5	7854.9	7765.45	7842.75	136702518	7410.15	15.84	0.05	7810.175	0.948781557
20-Nov-15	7841.9	7906.95	7817.8	7856.55	156610433	7298.01	15.8975	0.05	7862.375	0.928219527
23-Nov-15	7869.5	7877.5	7825.2	7849.25	130871603	6099.09	17.075	0.05	7851.35	0.776820547
24-Nov-15	7837	7870.35	7812.65	7831.6	134562905	6686.27	16.245	0.05	7841.5	0.852677421
26-Nov-15	7837.15	7897.1	7832	7883.8	226632193	11054.04	16.6875	0.05	7864.55	1.405552765
27-Nov-15	7910.6	7959.3	7879.45	7942.7	154863047	7068.72	16.73	0.05	7919.375	0.892585589
30-Nov-15	7936.25	7966	7922.8	7935.25	223041699	15368.67	16.43	0.05	7944.4	1.934528725
01-Dec-15	7958.15	7972.15	7934.15	7954.9	142945421	6796.67	15.635	0.05	7953.15	0.854588434
02-Dec-15	7976.7	7979.3	7910.8	7931.35	130207404	6242.53	15.4875	0.05	7945.05	0.785713117
03-Dec-15	7902.3	7912.3	7853.3	7864.15	129628400	5636.41	16.055	0.05	7882.8	0.715026387
04-Dec-15	7817.6	7821.4	7775.7	7781.9	157231681	7758.36	16.085	0.05	7798.55	0.994846478
07-Dec-15	7816.55	7825.4	7746.05	7765.4	141893279	6403.97	15.865	0.05	7785.725	0.822527125
08-Dec-15	7738.5	7771.25	7685.45	7701.7	139318392	5986.06	15.9725	0.05	7728.35	0.774558606
09-Dec-15	7695.5	7702.85	7606.9	7612.5	144315690	6599.6	16.725	0.05	7654.875	0.862143405
10-Dec-15	7643.3	7691.95	7610	7683.3	145249292	6492.02	16.2925	0.05	7650.975	0.84852192
11-Dec-15	7699.6	7703.05	7575.3	7610.45	172996480	6894.44	17.1825	0.05	7639.175	0.90251107
14-Dec-15	7558.2	7663.95	7551.05	7650.05	153492615	6290.42	17.7975	0.05	7607.5	0.826870851
15-Dec-15	7659.15	7705	7625.1	7700.9	138479057	6152.14	17.3425	0.05	7665.05	0.802622292
16-Dec-15	7725.25	7776.6	7715.75	7750.9	159149338	6703.76	16.7275	0.05	7746.175	0.865428421
17-Dec-15	7783.05	7852.9	7737.55	7844.35	181256780	7367.15	14.215	0.05	7795.225	0.945084972
18-Dec-15	7828.9	7836.15	7753.35	7761.95	197319843	8074.5	14.4925	0.05	7794.75	1.035889541
21-Dec-15	7745.65	7840.75	7733.45	7834.45	130174102	5558.38	14.225	0.05	7787.1	0.713793325
22-Dec-15	7829.4	7846.3	7776.85	7786.1	129633328	5028.11	14.4825	0.05	7811.575	0.643674291
23-Dec-15	7830.45	7871.45	7826.1	7865.95	121480721	4663.45	13.6525	0.05	7848.775	0.594162783
24-Dec-15	7888.75	7888.75	7835.5	7861.05	96374245	3383.99	13.745	0.05	7862.125	0.430416713
28-Dec-15	7863.2	7937.2	7863	7925.15	126737811	5755.48	14.4025	0.05	7900.1	0.72853255
29-Dec-15	7929.2	7942.15	7902.75	7928.95	116535971	4950.36	14.235	0.05	7922.45	0.624852161
30-Dec-15	7938.6	7944.75	7889.85	7896.25	110145855	4392.87	14.35	0.05	7917.3	0.554844455
31-Dec-15	7897.8	7955.55	7891.15	7946.35	155645098	6780.85	13.87	0.05	7923.35	0.855805941
01-Jan-16	7938.45	7972.55	7909.8	7963.2	64843836	2613.91	14.26	0.05	7941.175	0.329159098
04-Jan-16	7924.55	7937.55	7781.1	7791.3	138864905	5897.08	16.835	0.05	7859.325	0.750329068
05-Jan-16	7828.4	7831.2	7763.25	7784.65	149672973	5948.51	16.7025	0.05	7797.225	0.762900904
06-Jan-16	7788.05	7800.95	7721.2	7741	151715828	6722.17	16.5525	0.05	7761.075	0.866139034
07-Jan-16	7673.35	7674.95	7556.6	7568.3	194732861	7803.21	18.96	0.05	7615.775	1.024611415
08-Jan-16	7611.65	7634.1	7581.05	7601.35	162348690	6753.57	17.7975	0.05	7607.575	0.887742809
11-Jan-16	7527.45	7605.1	7494.35	7563.85	194836791	7327.15	18.69	0.05	7549.725	0.970518794
12-Jan-16	7587.2	7588.3	7487.8	7510.3	168975973	7071.48	18.7125	0.05	7538.05	0.938104682
13-Jan-16	7557.9	7590.95	7425.8	7562.4	221908258	9585.17	18.3525	0.05	7508.375	1.276597133
14-Jan-16	7467.4	7604.8	7443.8	7536.8	206988549	9246.75	18.605	0.05	7524.3	1.228918305
15-Jan-16	7561.65	7566.5	7427.3	7437.8	203643071	8279.07	19.415	0.05	7496.9	1.104332457
18-Jan-16	7420.35	7463.65	7336.4	7351	240798183	8431.56	20.225	0.05	7400.025	1.139396151
19-Jan-16	7381.8	7462.75	7364.15	7435.1	194068339	7038.84	18.43	0.05	7413.45	0.949468871
20-Jan-16	7357	7470.9	7241.5	7309.3	232614141	8794.16	20.965	0.05	7356.2	1.195475925
21-Jan-16	7376.65	7398.7	7250	7276.8	248113284	9401.16	20.8125	0.05	7324.35	1.283548711
22-Jan-16	7355.7	7433.4	7327.6	7422.45	236282061	7666.39	18.82	0.05	7380.5	1.038735858
25-Jan-16	7468.75	7487.15	7421.2	7436.15	168202502	5910.99	18.265	0.05	7454.175	0.79297709
27-Jan-16	7469.6	7477.9	7419.7	7437.75	193389891	6834.77	19.0575	0.05	7448.8	0.917566588
28-Jan-16	7426.5	7468.85	7409.6	7424.65	283036298	10049.88	17.9	0.05	7439.225	1.350931045
29-Jan-16	7413.35	7575.65	7402.8	7563.55	307934042	11277.33	17.24	0.05	7489.225	1.505807343
01-Feb-16	7589.5	7600.45	7541.25	7555.95	206645021	8209.5	17.89	0.05	7570.85	1.084356446
02-Feb-16	7566.65	7576.3	7428.05	7455.55	237338907	8030.99	18.035	0.05	7502.175	1.070488225
03-Feb-16	7392.45	7419.4	7350.3	7361.8	197863301	6748.17	18.5875	0.05	7384.85	0.913785656
04-Feb-16	7411.45	7457.05	7365.95	7404	229563364	7465.35	18.2075	0.05	7411.5	1.007265736
05-Feb-16	7418.25	7503.15	7406.65	7489.1	257518899	8628.24	18.115	0.05	7454.9	1.157391783
08-Feb-16	7489.7	7512.55	7363.2	7387.25	176758985	5746.45	20.2575	0.05	7437.875	0.772592979
09-Feb-16	7303.95	7323.45	7275.15	7298.2	218730280	7415.13	21.7275	0.05	7299.3	1.015868645
10-Feb-16	7264.3	7271.85	7177.75	7215.7	254481339	8129.65	22.465	0.05	7224.8	1.125242221
11-Feb-16	7203.6	7208.65	6959.95	6976.35	301302956	9250.27	25.965	0.05	7084.3	1.305742275
12-Feb-16	7023.65	7034.8	6869	6980.95	344210729	11062.63	24.6725	0.05	6951.9	1.591310289
15-Feb-16	7057.35	7182.8	7056.8	7162.95	365217073	10204.34	22.375	0.05	7119.8	1.43323408
16-Feb-16	7201.25	7204.65	7037.7	7048.25	261607451	7638.39	23.04	0.05	7121.175	1.07263057
17-Feb-16	7058.85	7123.7	6960.65	7108.45	268017961	7686.32	21.8325	0.05	7042.175	1.09146961
18-Feb-16	7177.4	7215.1	7127.85	7191.75	254331498	8051.51	21.485	0.05	7171.475	1.122713249
19-Feb-16	7170.55	7226.85	7145.95	7210.75	198206480	6156.58	20.915	0.05	7186.4	0.856698764
22-Feb-16	7208.85	7252.4	7200.7	7234.55	159162842	5832.89	21.02	0.05	7226.55	0.807147256
23-Feb-16	7240.3	7241.7	7090.7	7109.55	200396978	6433.16	23.8375	0.05	7166.2	0.897708688
24-Feb-16	7075	7090.8	7009.75	7018.7	205898417	6497.18	22.955	0.05	7050.275	0.921549869
25-Feb-16	7029.85	7034.2	6961.4	6970.6	291932544	9090.16	22.745	0.05	6997.8	1.299002544
26-Feb-16	7039.3	7052.9	6985.1	7029.75	213142575	6880.96	21.865	0.05	7019	0.980333381
29-Feb-16	7050.45	7094.6	6825.8	6987.05	487969285	15992.15	20.1575	0.05	6960.2	2.297656677
01-Mar-16	7038.25	7235.5	7035.1	7222.3	283561570	9896.58	18.6725	0.05	7135.3	1.386988634
02-Mar-16	7321.7	7380.35	7308.15	7368.85	348965708	10983.06	18.99	0.05	7344.25	1.495463798
03-Mar-16	7429.55	7483.95	7406.05	7475.6	287248532	9255.43	18.04	0.05	7445	1.243173942
04-Mar-16	7505.4	7505.9	7444.1	7485.35	290441230	8135.06	17.8825	0.05	7475	1.088302341
08-Mar-16	7486.4	7527.15	7442.15	7485.3	264945393	8417.86	18.465	0.05	7484.65	1.124683185
09-Mar-16	7436.1	7539	7424.3	7531.8	252709391	9036.29	17.505	0.05	7481.65	1.207793735
10-Mar-16	7545.35	7547.1	7447.4	7486.15	231584305	8875.92	17.895	0.05	7497.25	1.183890093
11-Mar-16	7484.85	7543.95	7460.6	7510.2	204806572	7558.55	17.0975	0.05	7502.275	1.007501058
14-Mar-16	7542.6	7583.7	7515.05	7538.75	172067214	6330.45	17.1025	0.05	7549.375	0.838539614
15-Mar-16	7535.85	7545.2	7452.8	7460.6	199653871	7577.78	17.5975	0.05	7499	1.010505401
16-Mar-16	7457.05	7508	7405.15	7498.75	201430035	7102.59	17.115	0.05	7456.575	0.952527132
17-Mar-16	7557.4	7585.3	7479.4	7512.55	247043954	9539.89	16.84	0.05	7532.35	1.2665224
18-Mar-16	7534.65	7613.6	7517.9	7604.35	244727490	9971.59	16.3825	0.05	7565.75	1.317990946
21-Mar-16	7619.2	7713.55	7617.7	7704.25	202853386	8381.51	16.3325	0.05	7665.625	1.093388993
22-Mar-16	7695.55	7728.2	7643.8	7714.9	215355848	8628.05	16.43	0.05	7686	1.122567005
23-Mar-16	7717.45	7726.85	7670.6	7716.5	205794773	7612.54	16.345	0.05	7698.725	0.988805289
28-Mar-16	7741	7749.4	7587.7	7615.1	249905118	10102.36	17.485	0.05	7668.55	1.317375514
29-Mar-16	7606.55	7652.9	7582.25	7597	223493457	10474.75	17.6375	0.05	7617.575	1.375076714
30-Mar-16	7651.1	7741.95	7643.45	7735.2	239843751	9908.6	16.8075	0.05	7692.7	1.288052309
31-Mar-16	7727.65	7777.6	7702	7738.4	391914059	15918.74	16.5825	0.05	7739.8	2.0567379
01-Apr-16	7718.05	7740.15	7666.1	7713.05	189571551	8118.47	17.2775	0.05	7703.125	1.053919026
04-Apr-16	7733.15	7764.45	7704.4	7758.8	160277940	6506.44	17.45	0.05	7734.425	0.841231249
05-Apr-16	7736.3	7736.3	7588.65	7603.2	210126897	8412.34	17.83	0.05	7662.475	1.097861983
06-Apr-16	7636.05	7638.65	7591.75	7614.35	170653808	6802.69	17.345	0.05	7615.2	0.893304181
07-Apr-16	7630.4	7630.75	7535.85	7546.45	241684050	7709.23	16.935	0.05	7583.3	1.016606227
08-Apr-16	7542.35	7569.35	7526.7	7555.2	147816460	5981.23	16.4325	0.05	7548.025	0.792423184
11-Apr-16	7577.8	7678.8	7516.85	7671.4	185353268	7055.61	16.0125	0.05	7597.825	0.928635498
12-Apr-16	7669.25	7717.4	7663.35	7708.95	168508978	6945.44	16.025	0.05	7690.375	0.903134112
13-Apr-16	7777.15	7864.8	7772.2	7850.45	227217288	10071.44	16.035	0.05	7818.5	1.288155017
18-Apr-16	7908.15	7920.6	7842.75	7914.7	190258561	10356.03	16.9475	0.05	7881.675	1.31393771
20-Apr-16	7950.05	7950.4	7877.55	7914.75	211630060	10069.83	17.075	0.05	7913.975	1.272411146
21-Apr-16	7953.65	7978.45	7884.1	7912.05	230577117	9613.3	16.5125	0.05	7931.275	1.212074982
22-Apr-16	7891.8	7923.35	7873.35	7899.3	188988540	7714.04	16.38	0.05	7898.35	0.976664746
25-Apr-16	7894.8	7911	7827	7855.05	150776959	7362.13	16.5725	0.05	7869	0.935586479
26-Apr-16	7828.15	7974.5	7822.55	7962.65	208656803	9686.21	16.58	0.05	7898.525	1.226331499
27-Apr-16	7942	7991	7940.55	7979.9	213174058	9669.04	16.3525	0.05	7965.775	1.213822886
28-Apr-16	7967.4	7992	7834.45	7847.25	301485186	14943.3	16.5975	0.05	7913.225	1.888395692
29-Apr-16	7844.25	7889.05	7788.7	7849.8	251227047	9872.58	16.5375	0.05	7838.875	1.259438376
02-May-16	7822.7	7829.8	7777.3	7805.9	150818181	6079.16	17.0925	0.05	7803.55	0.779024931
03-May-16	7824.8	7890.25	7735.15	7747	192271370	8536.83	17.4625	0.05	7812.7	1.092686267
04-May-16	7724.15	7749	7697.25	7706.55	205939089	7816.27	17.445	0.05	7723.125	1.012060532
05-May-16	7731	7777.55	7706.85	7735.5	190792828	8089.45	17.17	0.05	7742.2	1.044851593
06-May-16	7717.65	7738.9	7678.35	7733.45	168662226	6296.51	16.9475	0.05	7708.625	0.816813634
09-May-16	7755.25	7873.65	7753.55	7866.05	165616829	7559.77	16.6125	0.05	7813.6	0.967514334
10-May-16	7873.55	7896.9	7837.7	7887.8	166957276	7306.72	16.415	0.05	7867.3	0.928745567
11-May-16	7804.65	7893.1	7780.9	7848.85	220712496	9394.05	16.9625	0.05	7837	1.198679342
12-May-16	7871.45	7916.05	7849.65	7900.4	157444918	7171.91	16.3275	0.05	7882.85	0.909811807
13-May-16	7881	7881	7784.2	7814.9	185061782	10152.08	16.9975	0.05	7832.6	1.296131553
16-May-16	7831.2	7873.9	7772.15	7860.75	211547775	7790.24	17.0325	0.05	7823.025	0.995809166
17-May-16	7896.85	7940.1	7879.7	7890.75	189140810	8195.95	16.3725	0.05	7909.9	1.036163542
18-May-16	7846.75	7882.05	7810.75	7870.15	161169418	7333.13	16.455	0.05	7846.4	0.934585288
19-May-16	7875.5	7876.2	7766.8	7783.4	175711829	7163.38	17.0625	0.05	7821.5	0.915857572
20-May-16	7792.2	7812.4	7735.75	7749.7	161889432	6798.89	16.425	0.05	7774.075	0.874559353
23-May-16	7813.95	7820.6	7722.2	7731.05	177347948	7141.74	16.16	0.05	7771.4	0.918977276
24-May-16	7738.05	7761.55	7715.8	7748.85	151538169	6119.23	16.22	0.05	7738.675	0.790733556
25-May-16	7811.8	7941.2	7809.3	7934.9	181636649	8202.39	15.52	0.05	7875.25	1.041540269
26-May-16	7974.45	8083	7948.5	8069.65	272456307	12422	15.325	0.05	8015.75	1.54969903
27-May-16	8081.95	8164.2	8077.05	8156.65	268963949	10607.22	15.26	0.05	8120.625	1.306207342
30-May-16	8166.5	8200	8150.8	8178.5	255086293	9199.38	15.975	0.05	8175.4	1.125251364
31-May-16	8209.85	8213.6	8134.3	8160.1	485645737	21491.53	16.045	0.05	8173.95	2.629271038
01-Jun-16	8179.2	8215.35	8171.05	8179.95	200371829	8408.53	15.835	0.05	8193.2	1.026281551
02-Jun-16	8156.9	8229.5	8154.75	8218.95	187316365	8389.69	15.0875	0.05	8192.125	1.024116453
03-Jun-16	8246.2	8262	8209.85	8220.8	390652017	10762.52	14.995	0.05	8235.925	1.30677732
06-Jun-16	8228.75	8234.7	8186.05	8201.05	176885226	7657.92	15.355	0.05	8210.375	0.932712574
07-Jun-16	8235.55	8294.95	8216.4	8266.45	249365706	10462.49	14.87	0.05	8255.675	1.267308851
08-Jun-16	8285.5	8288.9	8252.05	8273.05	179710369	7614.02	15.1425	0.05	8270.475	0.920626687
09-Jun-16	8273.35	8273.35	8184.6	8203.6	180293039	7973.1	15.6725	0.05	8228.975	0.968905605
10-Jun-16	8180.25	8265.6	8162.85	8170.05	187757375	7853.83	15.97	0.05	8214.225	0.956125502
13-Jun-16	8102.25	8125.25	8063.9	8110.6	174916286	7343.99	16.5825	0.05	8094.575	0.907273081
14-Jun-16	8134.4	8134.95	8069.5	8108.85	150042362	6003.23	17.19	0.05	8102.225	0.740935977
15-Jun-16	8139.4	8213.2	8123.15	8206.6	174953935	6945.89	17.055	0.05	8168.175	0.850360087
16-Jun-16	8180.65	8180.65	8074.45	8140.75	195028743	7764.57	17.6975	0.05	8127.55	0.955339555
17-Jun-16	8176.65	8195.25	8135.8	8170.2	171842760	7741.9	17.35	0.05	8165.525	0.948120298
20-Jun-16	8115.75	8244.15	8107.35	8238.5	173750792	7392.97	17.5175	0.05	8175.75	0.904255879
21-Jun-16	8255.4	8257.25	8202.15	8219.9	141161921	5978.26	17.26	0.05	8229.7	0.726425022
22-Jun-16	8213.65	8238.35	8153.25	8203.7	140268297	6377.69	18.185	0.05	8195.8	0.778165646
23-Jun-16	8201.15	8285.6	8188.3	8270.45	158852677	6805.86	18.02	0.05	8236.95	0.82625972
24-Jun-16	8029.1	8100.7	7927.05	8088.6	306803641	13263.08	18.6275	0.05	8013.875	1.655014584
27-Jun-16	8039.35	8120.65	8039.35	8094.7	167462711	7614.06	18.53	0.05	8080	0.942334158
28-Jun-16	8096.05	8146.35	8086.85	8127.85	175724276	7777.39	17.725	0.05	8116.6	0.95820787
29-Jun-16	8173.1	8212.4	8157.65	8204	151499716	6940.87	16.155	0.05	8185.025	0.847996188
30-Jun-16	8260.25	8308.15	8242.1	8287.75	288031935	12346.32	16.29	0.05	8275.125	1.491979879
01-Jul-16	8313.05	8356.75	8308.65	8328.35	170581881	7358.38	15.7375	0.05	8332.7	0.883072714
04-Jul-16	8376.75	8398.45	8364.7	8370.7	158955823	6662.92	15.5775	0.05	8381.575	0.794948443
05-Jul-16	8379.3	8381.45	8319.95	8335.95	143253937	5976.01	15.3625	0.05	8350.7	0.715629827
07-Jul-16	8342	8361.95	8317.7	8337.9	160327315	7592.94	15.3075	0.05	8339.825	0.910443564
08-Jul-16	8350	8353.3	8287.55	8323.2	142159935	6886.33	15.0825	0.05	8320.425	0.827641617
11-Jul-16	8413.35	8475.25	8407.05	8467.9	154399933	7576.69	14.8475	0.05	8441.15	0.897589783
12-Jul-16	8502.6	8526.6	8479.2	8521.05	189339750	7873.74	14.7825	0.05	8502.9	0.926006421
13-Jul-16	8540.45	8550.25	8493.55	8519.5	201492184	8284.38	15.325	0.05	8521.9	0.972128281
14-Jul-16	8515.75	8571.4	8500.7	8565	158738499	6890.07	15.61	0.05	8536.05	0.807173107
15-Jul-16	8565.45	8594.8	8510.05	8541.4	228598684	12375.84	15.6375	0.05	8552.425	1.447056244
18-Jul-16	8564.05	8587.1	8494.35	8508.7	169400452	8200.06	15.9875	0.05	8540.725	0.960112871
19-Jul-16	8514.3	8540.05	8476.7	8528.55	173050805	7928.14	15.795	0.05	8508.375	0.931804252
20-Jul-16	8515.45	8569.9	8512.55	8565.85	165349380	7936.36	15.99	0.05	8541.225	0.929182875
21-Jul-16	8582.7	8585.25	8503.45	8510.1	154575685	7399.71	15.7125	0.05	8544.35	0.86603545
22-Jul-16	8519.65	8548.95	8489.8	8541.2	147619642	6504	15.4975	0.05	8519.375	0.763436285
25-Jul-16	8519.95	8641.15	8517.2	8635.65	154631398	7850.12	15.7175	0.05	8579.175	0.915020384
26-Jul-16	8633.75	8644.9	8577.15	8590.65	159563469	8765.45	15.62	0.05	8611.025	1.017933405
27-Jul-16	8599.4	8665	8572.05	8615.8	189796380	10885.88	15.4275	0.05	8618.525	1.263079239
28-Jul-16	8636.95	8674.7	8625.25	8666.3	240721865	12998.06	15.1475	0.05	8649.975	1.502670239
29-Jul-16	8668.3	8670.35	8631.15	8638.5	161935155	8428.8	14.9175	0.05	8650.75	0.974343265
01-Aug-16	8654.3	8711.3	8590.5	8636.55	194186858	9881.67	15.18	0.05	8650.9	1.142270746
02-Aug-16	8647.45	8687.2	8611.4	8622.9	174556789	8652.31	15.6925	0.05	8649.3	1.000348005
03-Aug-16	8635.2	8635.45	8529.6	8544.85	168033073	8507.82	16.2375	0.05	8582.525	0.991295685
04-Aug-16	8599.95	8601.4	8518.15	8551.1	169780463	7399.03	15.14	0.05	8559.775	0.864395384
05-Aug-16	8600.2	8689.4	8590.15	8683.15	162784913	7635.01	14.3525	0.05	8639.775	0.883704726
08-Aug-16	8712.85	8723.5	8697.6	8711.35	177877012	7862.15	14.5875	0.05	8710.55	0.902600869
09-Aug-16	8727.8	8728.35	8638.2	8678.25	206261255	9111.4	14.5375	0.05	8683.275	1.049304554
10-Aug-16	8686.7	8690.1	8564.6	8575.3	178963496	8206.18	14.9225	0.05	8627.35	0.951181997
