Date 	Open 	High 	Low 	Close 	Shares Traded 	Turnover (? Cr)	India VIX	STT rate	Avg Share price	Trading Volume 
29-Jul-20	11276.9	11341.4	11149.75	11202.85	600726301	38726.02	24.1125	0.05	11245.575	3.443667398
30-Jul-20	11254.3	11299.95	11084.95	11102.15	677761342	39150.44	24.7275	0.05	11192.45	3.497932982
31-Jul-20	11139.5	11150.4	11026.65	11073.45	642560311	36220.09	24.1925	0.05	11088.525	3.266447972
03-Aug-20	11057.55	11058.05	10882.25	10891.6	680929323	31149.94	25.185	0.05	10970.15	2.839518147
04-Aug-20	10946.65	11112.25	10908.1	11095.25	625738313	35357.96	23.815	0.05	11010.175	3.211389465
05-Aug-20	11155.75	11225.65	11064.05	11101.65	667639446	34894.58	23.5675	0.05	11144.85	3.131004904
06-Aug-20	11185.7	11256.8	11127.3	11200.15	600374615	31501.08	23.15	0.05	11192.05	2.814594288
07-Aug-20	11186.65	11231.9	11142.05	11214.05	452629891	27054.43	22.5775	0.05	11186.975	2.418386561
10-Aug-20	11270.25	11337.3	11238	11270.15	491999534	29108.25	22.51	0.05	11287.65	2.578769717
11-Aug-20	11322.25	11373.6	11299.15	11322.5	586084846	30314.89	21.36	0.05	11336.375	2.674125547
12-Aug-20	11289	11322	11242.65	11308.4	609858960	28088.09	20.845	0.05	11282.325	2.489565759
13-Aug-20	11334.85	11359.3	11269.95	11300.45	562355175	26500.52	20.5675	0.05	11314.625	2.342147442
14-Aug-20	11353.3	11366.25	11111.45	11178.4	645109756	31059.23	21.6725	0.05	11238.85	2.763559439
17-Aug-20	11248.9	11267.1	11144.5	11247.1	633963958	27468.67	21.3075	0.05	11205.8	2.451290403
18-Aug-20	11259.8	11401.7	11253.15	11385.35	579242492	27267.51	20.43	0.05	11327.425	2.407211701
19-Aug-20	11452.15	11460.35	11394.1	11408.4	626217997	27528.12	19.9575	0.05	11427.225	2.40899431
20-Aug-20	11317.45	11361.45	11289.8	11312.2	791587770	27676.18	20.6175	0.05	11325.625	2.443677943
21-Aug-20	11409.65	11418.5	11362.2	11371.6	668719170	26294.26	19.9375	0.05	11390.35	2.308468133
24-Aug-20	11412	11497.25	11410.65	11466.45	532900535	28920.84	19.23	0.05	11453.95	2.524966496
25-Aug-20	11513.1	11525.9	11423.35	11472.25	638152608	28742.82	19.315	0.05	11474.625	2.504902775
26-Aug-20	11512.85	11561.75	11461.85	11549.6	743442521	34852.01	19.3025	0.05	11511.8	3.027503084
27-Aug-20	11609.3	11617.35	11540.6	11559.25	719776490	31580.61	18.895	0.05	11578.975	2.72740981
28-Aug-20	11602.95	11686.05	11589.4	11647.6	806997707	39349.92	18.3475	0.05	11637.725	3.381238172
31-Aug-20	11777.55	11794.25	11325.85	11387.5	1371789450	61668.55	22.835	0.05	11560.05	5.33462658
01-Sep-20	11464.3	11553.55	11366.9	11470.25	783769555	36752.54	21.8	0.05	11460.225	3.206964959
02-Sep-20	11478.55	11554.75	11430.4	11535	593494423	27454.65	21.105	0.05	11492.575	2.38890327
03-Sep-20	11566.2	11584.95	11507.65	11527.45	607115212	26868.26	20.5025	0.05	11546.3	2.327001723
04-Sep-20	11354.4	11452.05	11303.65	11333.85	681338905	31746.86	22.1525	0.05	11377.85	2.790233656
07-Sep-20	11359.6	11381.15	11251.7	11355.05	560322964	25959.82	22.0075	0.05	11316.425	2.293994791
08-Sep-20	11378.55	11437.25	11290.45	11317.35	572239350	27979.7	22.7225	0.05	11363.85	2.462167311
09-Sep-20	11218.6	11298.15	11185.15	11278	728880693	32660.67	22.23	0.05	11241.65	2.905327065
10-Sep-20	11363.3	11464.05	11327.4	11449.25	679419973	39239.1	21.2625	0.05	11395.725	3.44331756
11-Sep-20	11447.8	11493.5	11419.9	11464.45	554789157	29614.09	20.7125	0.05	11456.7	2.584870862
14-Sep-20	11540.15	11568.9	11383.55	11440.05	642270123	33996.94	21.19	0.05	11476.225	2.962380051
15-Sep-20	11487.2	11535.95	11442.25	11521.8	506667239	28054.51	20.5975	0.05	11489.1	2.441837046
16-Sep-20	11538.45	11618.1	11516.75	11604.55	527804775	27629.71	19.66	0.05	11567.425	2.388579135
17-Sep-20	11539.4	11587.2	11498.5	11516.1	517729494	29674.95	20.1	0.05	11542.85	2.57085122
18-Sep-20	11584.1	11584.1	11446.1	11504.95	764154094	48698.68	20.045	0.05	11515.1	4.229114814
21-Sep-20	11503.8	11535.25	11218.5	11250.55	602851737	37213.23	22.1875	0.05	11376.875	3.270953579
22-Sep-20	11301.75	11302.2	11084.65	11153.65	672249921	36296.49	21.41	0.05	11193.425	3.242661652
23-Sep-20	11258.75	11259.55	11024.4	11131.85	714925847	35542.98	20.99	0.05	11141.975	3.190007158
24-Sep-20	11011	11015.3	10790.2	10805.55	706139506	33623.71	23.51	0.05	10902.75	3.083965972
25-Sep-20	10910.4	11072.6	10854.85	11050.25	559597322	31122.18	20.675	0.05	10963.725	2.838650185
28-Sep-20	11140.85	11239.35	11099.85	11227.55	472777324	24361.17	19.5725	0.05	11169.6	2.181024388
29-Sep-20	11288.6	11305.4	11181	11222.4	498295735	26875.14	19.775	0.05	11243.2	2.390346165
30-Sep-20	11244.45	11295.4	11184.55	11247.55	499343849	28134.77	19.53	0.05	11239.975	2.503098984
01-Oct-20	11364.45	11428.6	11347.05	11416.95	447740006	26212.72	18.35	0.05	11387.825	2.301819707
05-Oct-20	11487.8	11578.05	11452.3	11503.35	530597393	31341.55	19.705	0.05	11515.175	2.721760633
06-Oct-20	11603.45	11680.3	11564.3	11662.4	561444728	30373.65	19.635	0.05	11622.3	2.613394079
07-Oct-20	11679.25	11763.05	11629.35	11738.85	513367516	32935.98	20.06	0.05	11696.2	2.81595561
08-Oct-20	11835.4	11905.7	11791.15	11834.6	608768573	38677.49	20.38	0.05	11848.425	3.264357077
09-Oct-20	11852.05	11938.6	11805.2	11914.2	611079482	34546.8	20.38	0.05	11871.9	2.909963864
12-Oct-20	11973.55	12022.05	11867.2	11930.95	522627571	26586.47	21.1275	0.05	11944.625	2.225810354
13-Oct-20	11934.65	11988.2	11888.9	11934.5	458304851	29403.22	20.715	0.05	11938.55	2.462880333
14-Oct-20	11917.4	11997.2	11822.15	11971.05	569245407	29940.62	20.21	0.05	11909.675	2.513974563
15-Oct-20	12023.45	12025.45	11661.3	11680.35	608865041	35175.92	22.0575	0.05	11843.375	2.970092562
16-Oct-20	11727.4	11789.75	11667.85	11762.45	555764762	30439.19	21.645	0.05	11728.8	2.595251859
19-Oct-20	11879.2	11898.25	11820.4	11873.05	541420990	29888.6	21.8175	0.05	11859.325	2.520261482
20-Oct-20	11861	11949.25	11837.25	11896.8	453560934	28367.34	22.69	0.05	11893.25	2.385163013
21-Oct-20	11958.55	12018.65	11775.75	11937.65	623658140	37477.13	22.915	0.05	11897.2	3.150079851
22-Oct-20	11890	11939.55	11823.45	11896.45	544901152	33013.17	22.635	0.05	11881.5	2.778535538
23-Oct-20	11957.9	11974.55	11908.75	11930.35	502340361	27424.61	21.8275	0.05	11941.65	2.296551147
26-Oct-20	11937.4	11942.85	11711.7	11767.75	519815905	29316.02	22.8325	0.05	11827.275	2.478679155
27-Oct-20	11807.1	11899.05	11723	11889.4	616318543	37989.97	22.195	0.05	11811.025	3.216483751
28-Oct-20	11922.6	11929.4	11684.85	11729.6	704018608	37025.89	23.28	0.05	11807.125	3.135893793
29-Oct-20	11633.3	11744.15	11606.45	11670.8	554959844	30436.62	24.0225	0.05	11675.3	2.606924019
30-Oct-20	11678.45	11748.95	11535.45	11642.4	553672805	28151.58	24.7525	0.05	11642.2	2.418063596
02-Nov-20	11697.35	11725.65	11557.4	11669.15	568434165	35714.57	25.21	0.05	11641.525	3.067860096
03-Nov-20	11734.45	11836.2	11723.3	11813.5	674303605	36363.95	24.24	0.05	11779.75	3.086988264
04-Nov-20	11783.35	11929.65	11756.4	11908.5	667290347	38552.09	23.2	0.05	11843.025	3.255256997
05-Nov-20	12062.4	12131.1	12027.6	12120.3	632455414	32311.46	20.965	0.05	12079.35	2.674933668
06-Nov-20	12156.65	12280.4	12131.85	12263.55	576837602	34965.94	20.4975	0.05	12206.125	2.864622474
09-Nov-20	12399.4	12474.05	12367.35	12461.05	553449924	34255.11	20.1125	0.05	12420.7	2.757904949
10-Nov-20	12556.4	12643.9	12475.25	12631.1	847450692	51247.01	21.5775	0.05	12559.575	4.080314023
11-Nov-20	12680.6	12769.75	12571.1	12749.15	880475468	54744.55	22.0325	0.05	12670.425	4.320656174
12-Nov-20	12702.15	12741.15	12624.85	12690.8	622017762	36794.24	20.62	0.05	12683	2.901067571
13-Nov-20	12659.7	12735.95	12607.7	12719.95	513948665	34568.65	19.7025	0.05	12671.825	2.727993008
14-Nov-20	12823.35	12828.7	12749.45	12780.25	107868139	5189.38	19.13	0.05	12789.075	0.405766641
17-Nov-20	12932.5	12934.05	12797.1	12874.2	707676873	40977.03	19.8025	0.05	12865.575	3.185013495
18-Nov-20	12860.1	12948.85	12819.35	12938.25	731321438	39856.45	19.12	0.05	12884.1	3.093460156
19-Nov-20	12839.5	12963	12745.75	12771.7	768751782	44747.08	19.57	0.05	12854.375	3.481077843
20-Nov-20	12813.4	12892.45	12730.25	12859.05	663997267	42992.15	19.6175	0.05	12811.35	3.35578608
23-Nov-20	12960.3	12968.85	12825.7	12926.45	633117401	42031.38	20.7975	0.05	12897.275	3.25893493
24-Nov-20	13002.6	13079.1	12978	13055.15	571864976	37094.23	21.0575	0.05	13028.55	2.847149529
25-Nov-20	13130	13145.85	12833.65	12858.4	679005507	37401.36	23.1275	0.05	12989.75	2.879297908
26-Nov-20	12906.45	13018	12790.4	12987	549798925	34624.15	20.0225	0.05	12904.2	2.683169046
27-Nov-20	13012.05	13035.3	12914.3	12968.95	1162360673	78522.93	19.8175	0.05	12974.8	6.05195687
01-Dec-20	13062.2	13128.4	12962.8	13109.05	583633902	32917.26	20.1825	0.05	13045.6	2.523246152
02-Dec-20	13121.4	13128.5	12983.55	13113.75	717711761	34008.74	19.9075	0.05	13056.025	2.604831103
03-Dec-20	13215.3	13216.6	13107.9	13133.9	713688035	39627.71	19	0.05	13162.25	3.010709415
04-Dec-20	13177.4	13280.05	13152.85	13258.55	640514315	36428.05	18.0275	0.05	13216.45	2.756265866
07-Dec-20	13264.85	13366.65	13241.95	13355.75	591722966	33578.64	18.025	0.05	13304.3	2.523893779
08-Dec-20	13393.85	13435.45	13311.05	13392.95	543165361	33755.81	18.6175	0.05	13373.25	2.524129138
09-Dec-20	13458.1	13548.9	13449.6	13529.1	502605319	28726.97	18.92	0.05	13499.25	2.128041928
10-Dec-20	13488.5	13503.55	13399.3	13478.3	553402501	30400.2	18.7125	0.05	13451.425	2.259998476
11-Dec-20	13512.3	13579.35	13402.85	13513.85	787707481	33696.57	18.79	0.05	13491.1	2.497688847
14-Dec-20	13571.45	13597.5	13472.45	13558.15	558390043	28133.58	19.4025	0.05	13534.975	2.078583817
15-Dec-20	13547.2	13589.65	13447.05	13567.85	497600393	30828.33	19.345	0.05	13518.35	2.280480236
16-Dec-20	13663.1	13692.35	13606.45	13682.7	462151091	27460.18	19.2	0.05	13649.4	2.01182323
17-Dec-20	13713.55	13773.25	13673.55	13740.7	416008520	27712.93	19.1575	0.05	13723.4	2.019392425
18-Dec-20	13764.4	13772.85	13658.6	13760.55	519393189	34803.3	18.6225	0.05	13715.725	2.537474322
21-Dec-20	13741.9	13777.5	13131.45	13328.4	687255400	38243.62	23.19	0.05	13454.475	2.842446101
22-Dec-20	13373.65	13492.05	13192.9	13466.3	696197300	36328.33	21.985	0.05	13342.475	2.722757959
23-Dec-20	13473.5	13619.45	13432.2	13601.1	458651819	27073.45	20.495	0.05	13525.825	2.001611732
24-Dec-20	13672.15	13771.75	13626.9	13749.25	471367730	24764.35	19.9675	0.05	13699.325	1.807705854
28-Dec-20	13815.15	13885.3	13811.55	13873.2	403634030	20923.06	20.4275	0.05	13848.425	1.510862066
29-Dec-20	13910.35	13967.6	13859.9	13932.6	439593961	25154.23	20.79	0.05	13913.75	1.807868475
30-Dec-20	13980.9	13997	13864.95	13981.95	380681073	24633.12	21.11	0.05	13930.975	1.76822656
31-Dec-20	13970	14024.85	13936.45	13981.75	452410109	26305.82	21.095	0.05	13980.65	1.881587766
01-Jan-21	13996.1	14049.85	13991.35	14018.5	258090905	15873.75	21.095	0.05	14020.6	1.132173373
04-Jan-21	14104.35	14147.95	13953.75	14132.9	494999295	28705.09	19.56	0.05	14050.85	2.042943309
05-Jan-21	14075.15	14215.6	14048.15	14199.5	492475349	30872.87	20.03	0.05	14131.875	2.184626598
06-Jan-21	14240.95	14244.15	14039.9	14146.25	632323316	34615.55	20.46	0.05	14142.025	2.447708161
07-Jan-21	14253.75	14256.25	14123.1	14137.35	559173512	33446.47	20.995	0.05	14189.675	2.357099088
08-Jan-21	14258.4	14367.3	14221.65	14347.25	613472067	37615.19	20.615	0.05	14294.475	2.631449564
11-Jan-21	14474.05	14498.2	14383.1	14484.75	672878543	40186.21	20.64	0.05	14440.65	2.782853265
12-Jan-21	14473.8	14590.65	14432.85	14563.45	929566952	44976.12	22.3825	0.05	14511.75	3.099289886
13-Jan-21	14639.8	14653.35	14435.7	14564.85	873956688	44682.93	22.8475	0.05	14544.525	3.072147767
14-Jan-21	14550.05	14617.8	14471.5	14595.6	620194977	37534.37	23.2925	0.05	14544.65	2.580630679
15-Jan-21	14594.35	14617.45	14357.85	14433.7	789557216	39912.18	23.0275	0.05	14487.65	2.754910562
18-Jan-21	14453.3	14459.15	14222.8	14281.3	762043554	41716.22	24.01	0.05	14340.975	2.908883113
19-Jan-21	14371.65	14546.05	14350.85	14521.15	546108304	33084.79	24.395	0.05	14448.45	2.289850468
20-Jan-21	14538.3	14666.45	14517.55	14644.7	623069963	34639.36	22.8975	0.05	14592	2.373859649
21-Jan-21	14730.95	14753.55	14517.25	14590.35	704646957	41939.04	21.55	0.05	14635.4	2.865588915
22-Jan-21	14583.4	14619.9	14357.75	14371.9	776750347	45322.54	22.18	0.05	14488.825	3.128103211
25-Jan-21	14477.8	14491.1	14218.6	14238.9	618631493	42278.39	22.4225	0.05	14354.85	2.945233841
27-Jan-21	14237.95	14237.95	13929.3	13967.5	660711117	40579.24	23.245	0.05	14083.625	2.881306482
28-Jan-21	13810.4	13898.25	13713.25	13817.55	637871621	39881.82	24.3925	0.05	13805.75	2.888783297
29-Jan-21	13946.6	13966.85	13596.75	13634.6	753206122	46918.29	24.29	0.05	13781.8	3.404365903
01-Feb-21	13758.6	14336.35	13661.75	14281.2	870529495	51840.22	25.3425	0.05	13999.05	3.703124141
02-Feb-21	14481.1	14731.7	14469.15	14647.85	914965225	58177.74	23.3225	0.05	14600.425	3.98466072
03-Feb-21	14754.9	14868.85	14574.15	14789.95	869477087	49312.35	23.345	0.05	14721.5	3.349682437
04-Feb-21	14789.05	14913.7	14714.75	14895.65	884686415	47811.8	23.745	0.05	14814.225	3.227424992
05-Feb-21	14952.6	15014.65	14864.75	14924.25	935629058	54394.63	23.1225	0.05	14939.7	3.640945267
08-Feb-21	15064.3	15159.9	15041.05	15115.8	671242694	40483.96	23.415	0.05	15100.475	2.680972618
09-Feb-21	15164.15	15257.1	15064.3	15109.3	713279133	41930.72	23.9575	0.05	15160.7	2.765750922
10-Feb-21	15119.05	15168.25	14977.2	15106.5	624791133	40707.97	24.27	0.05	15072.725	2.700770431
11-Feb-21	15073.25	15188.5	15065.4	15173.3	500122414	30933.44	23.9525	0.05	15126.95	2.044922473
12-Feb-21	15186.2	15243.5	15081	15163.3	571808807	32304.24	23.9525	0.05	15162.25	2.130570331
15-Feb-21	15270.3	15340.15	15243.4	15314.7	455959720	28955.29	22.0425	0.05	15291.775	1.893520536
16-Feb-21	15371.45	15431.75	15242.2	15313.45	648545320	36550.03	21.475	0.05	15336.975	2.383131615
17-Feb-21	15279.9	15314.3	15170.75	15208.9	504767226	34073.12	21.78	0.05	15242.525	2.235398663
18-Feb-21	15238.7	15250.75	15078.05	15118.95	770629541	37093.99	21.505	0.05	15164.4	2.446123157
19-Feb-21	15074.8	15144.05	14898.2	14981.75	712213821	37419.34	21.5425	0.05	15021.125	2.491114347
22-Feb-21	14999.05	15010.1	14635.05	14675.7	609898454	37578.07	22.25	0.05	14822.575	2.53519176
23-Feb-21	14782.25	14854.5	14651.85	14707.8	744092809	39508.09	25.47	0.05	14753.175	2.677938139
24-Feb-21	14729.15	15008.8	14723.05	14982	403754669	23723.99	25.2275	0.05	14865.925	1.595863695
25-Feb-21	15079.85	15176.5	15065.35	15097.35	803883875	42983.07	24.1675	0.05	15120.925	2.842621731
26-Feb-21	14888.6	14919.45	14467.75	14529.15	1103644519	65012.96	22.8925	0.05	14693.6	4.424576686
01-Mar-21	14702.5	14806.8	14638.55	14761.55	507302977	30030.57	28.1425	0.05	14722.675	2.03974957
02-Mar-21	14865.3	14959.1	14760.8	14919.1	621723916	34647.26	25.625	0.05	14859.95	2.33158658
03-Mar-21	15064.4	15273.15	14995.8	15245.6	544205583	34567.73	23.605	0.05	15134.475	2.284038924
04-Mar-21	15026.75	15202.35	14980.2	15080.75	534850447	36036.02	22.09	0.05	15091.275	2.387871137
05-Mar-21	14977.95	15092.35	14862.1	14938.1	640700362	37811.6	24.15	0.05	14977.225	2.524606528
08-Mar-21	15002.45	15111.15	14919.9	14956.2	580308065	29518.07	25.56	0.05	15015.525	1.965836692
09-Mar-21	15049.9	15126.85	14925.45	15098.4	675271251	38365.48	24.675	0.05	15026.15	2.553247505
10-Mar-21	15202.15	15218.45	15100.85	15174.8	404585756	25603.32	22.495	0.05	15159.65	1.688912343
12-Mar-21	15321.15	15336.3	14953.6	15030.95	493238854	32195.96	20.7475	0.05	15144.95	2.125854493
15-Mar-21	15048.4	15048.4	14745.85	14929.5	467473367	28118	21.7075	0.05	14897.125	1.887478289
16-Mar-21	14996.1	15051.6	14890.65	14910.45	437651327	27975.07	21.2275	0.05	14971.125	1.868601725
17-Mar-21	14946.55	14956.55	14696.05	14721.3	479352147	27983.5	20.19	0.05	14826.3	1.887423025
18-Mar-21	14855.5	14875.2	14478.6	14557.85	542216908	31339.71	20.1575	0.05	14676.9	2.135308546
19-Mar-21	14471.15	14788.25	14350.1	14744	919178208	49011.27	20.08	0.05	14569.175	3.364038801
22-Mar-21	14736.3	14763.9	14597.85	14736.4	458997059	27345.02	19.9875	0.05	14680.875	1.86262876
23-Mar-21	14768.55	14878.6	14707	14814.75	474150088	30322.09	20.4925	0.05	14792.8	2.049787059
24-Mar-21	14712.45	14752.35	14535	14549.4	456403503	27868.93	20.665	0.05	14643.675	1.903137703
25-Mar-21	14570.9	14575.6	14264.4	14324.9	606820996	35350.22	22.455	0.05	14420	2.451471567
26-Mar-21	14506.3	14572.9	14414.25	14507.3	481000845	29423.45	22.6975	0.05	14493.575	2.030102994
30-Mar-21	14628.5	14876.3	14617.6	14845.1	594520567	35117.93	22.6975	0.05	14746.95	2.381369029
31-Mar-21	14811.85	14813.75	14670.25	14690.7	436874691	29741.83	20.485	0.05	14742	2.017489486
01-Apr-21	14798.4	14883.2	14692.45	14867.35	430028476	29585.23	20.645	0.05	14787.825	2.00064783
05-Apr-21	14837.7	14849.85	14459.5	14637.8	500476690	33885.39	19.9875	0.05	14654.675	2.312258034
06-Apr-21	14737	14779.1	14573.9	14683.5	474211156	31885.97	21.215	0.05	14676.5	2.172586788
07-Apr-21	14716.45	14879.8	14649.85	14819.05	476382016	35184.96	20.84	0.05	14764.825	2.383025874
08-Apr-21	14875.65	14984.15	14821.1	14873.8	503728173	34444.56	20.2475	0.05	14902.625	2.311308243
09-Apr-21	14882.65	14918.45	14785.65	14834.85	498347599	35010.36	20.3125	0.05	14852.05	2.357274585
12-Apr-21	14644.65	14652.5	14248.7	14310.8	638475842	43433.24	19.785	0.05	14450.6	3.005635752
13-Apr-21	14364.9	14528.9	14274.9	14504.8	588666016	40846.57	22.995	0.05	14401.9	2.836193141
15-Apr-21	14522.4	14597.55	14353.2	14581.45	556851211	40177.25	20.46	0.05	14475.375	2.775558492
16-Apr-21	14599.6	14697.7	14559	14617.85	568568743	36653.65	20.89	0.05	14628.35	2.505658533
19-Apr-21	14306.6	14382.3	14191.4	14359.45	503142904	34751.95	20.4025	0.05	14286.85	2.432443121
20-Apr-21	14526.7	14526.95	14207.3	14296.4	456704716	34687.11	22.485	0.05	14367.125	2.414338986
22-Apr-21	14219.15	14424.75	14151.4	14406.15	516985252	37235.71	22.425	0.05	14288.075	2.606069047
23-Apr-21	14326.35	14461.15	14273.3	14341.35	476613608	31894.66	23.025	0.05	14367.225	2.219959665
26-Apr-21	14449.45	14557.5	14421.3	14485	448533329	33156.16	22.69	0.05	14489.4	2.288304554
27-Apr-21	14493.8	14667.55	14484.85	14653.05	442211685	32181.14	23.495	0.05	14576.2	2.207786666
28-Apr-21	14710.5	14890.25	14694.95	14864.55	453990807	37650.11	23.0825	0.05	14792.6	2.545198951
29-Apr-21	14979	15044.35	14814.45	14894.9	511466673	41597.37	22.58	0.05	14929.4	2.786272054
30-Apr-21	14747.35	14855.45	14601.7	14631.1	594744498	40335.86	23.305	0.05	14728.575	2.738612527
03-May-21	14481.05	14673.85	14416.25	14634.15	443410846	32538.97	23.0275	0.05	14545.05	2.237116407
04-May-21	14687.25	14723.4	14461.5	14496.5	479657079	34024.77	23.6925	0.05	14592.45	2.331669459
05-May-21	14604.15	14637.9	14506.6	14617.85	437261063	28942.47	23.01	0.05	14572.25	1.986135978
06-May-21	14668.35	14743.9	14611.5	14724.8	445281496	31015.95	21.9625	0.05	14677.7	2.11313421
07-May-21	14816.85	14863.05	14765.5	14823.15	483677266	33583.37	22.035	0.05	14814.275	2.266960077
10-May-21	14928.25	14966.9	14892.5	14942.35	510598577	31620.64	20.8225	0.05	14929.7	2.117968881
11-May-21	14789.7	14900	14771.4	14850.75	616204478	32955.82	20.225	0.05	14835.7	2.221386251
12-May-21	14823.55	14824.05	14649.7	14696.5	620318215	32035.23	19.83	0.05	14736.875	2.173814326
14-May-21	14749.4	14749.65	14591.9	14677.8	602738614	39176.28	20.08	0.05	14670.775	2.670361995
17-May-21	14756.25	14938	14725.35	14923.15	534516176	35571.28	20.2675	0.05	14831.675	2.398331948
18-May-21	15067.2	15137.25	15043.7	15108.1	571923125	35634.73	19.6075	0.05	15090.475	2.361405456
19-May-21	15058.6	15133.4	15008.85	15030.15	563293717	31100.21	19.24	0.05	15071.125	2.063562607
20-May-21	15042.6	15069.8	14884.9	14906.05	467455658	28002.53	19.3175	0.05	14977.35	1.869658518
21-May-21	14987.8	15190	14985.85	15175.3	557730470	31921.76	19.6525	0.05	15087.925	2.115715713
24-May-21	15211.35	15256.25	15145.45	15197.7	566722866	32061.04	19.08	0.05	15200.85	2.109161001
25-May-21	15291.75	15293.85	15163.4	15208.45	417323446	26871.99	19.13	0.05	15228.625	1.764570997
26-May-21	15257.05	15319.9	15194.95	15301.45	377682051	26187.83	18.8425	0.05	15257.425	1.716399065
27-May-21	15323.95	15384.55	15272.5	15337.85	682374351	48219.93	20.8725	0.05	15328.525	3.145764514
28-May-21	15421.2	15469.65	15394.75	15435.65	455582440	32992.08	19.91	0.05	15432.2	2.13787276
31-May-21	15437.75	15606.35	15374	15582.8	435999456	32739.29	17.4025	0.05	15490.175	2.113551977
01-Jun-21	15629.65	15660.75	15528.3	15574.85	409562322	27964.09	16.885	0.05	15594.525	1.793199216
02-Jun-21	15520.35	15597.45	15459.85	15576.2	428641666	28781.87	17.3875	0.05	15528.65	1.853468911
03-Jun-21	15655.55	15705.1	15611	15690.35	410240584	27519.48	17.21	0.05	15658.05	1.757529194
04-Jun-21	15712.5	15733.6	15622.35	15670.25	414162241	25363.03	15.745	0.05	15677.975	1.617749103
07-Jun-21	15725.1	15773.45	15678.1	15751.65	393970049	25411.48	15.94	0.05	15725.775	1.615912729
08-Jun-21	15773.9	15778.8	15680	15740.1	378164658	24172.13	15.5675	0.05	15729.4	1.536748382
09-Jun-21	15766.3	15800.45	15566.9	15635.35	457855735	26926.49	15.225	0.05	15683.675	1.716848251
10-Jun-21	15692.1	15751.25	15648.5	15737.75	298297041	23032.9	14.7525	0.05	15699.875	1.467075375
11-Jun-21	15796.45	15835.55	15749.8	15799.35	363011297	24591.69	15.0025	0.05	15792.675	1.557157986
14-Jun-21	15791.4	15823.05	15606.5	15811.85	392862037	28001.5	14.1025	0.05	15714.775	1.781858156
15-Jun-21	15866.95	15901.6	15842.4	15869.25	323262818	22181.26	14.715	0.05	15872	1.397508821
16-Jun-21	15847.5	15880.85	15742.6	15767.55	340191175	22505.95	14.605	0.05	15811.725	1.423370948
17-Jun-21	15648.3	15769.35	15616.75	15691.4	357649243	26048.47	14.865	0.05	15693.05	1.659873001
18-Jun-21	15756.5	15761.5	15450.9	15683.35	640821642	42024.55	15.2875	0.05	15606.2	2.69281119
21-Jun-21	15525.85	15765.15	15505.65	15746.5	351530072	22525.89	14.7975	0.05	15635.4	1.440698031
22-Jun-21	15840.5	15895.75	15752.1	15772.75	322237561	24440.47	15.06	0.05	15823.925	1.544526405
23-Jun-21	15862.8	15862.95	15673.95	15686.95	287536735	23222.94	14.7375	0.05	15768.45	1.472747163
24-Jun-21	15737.3	15821.4	15702.7	15790.45	316662241	29623.58	15.365	0.05	15762.05	1.879424313
25-Jun-21	15839.35	15870.8	15772.3	15860.35	314614380	26933.22	15.0975	0.05	15821.55	1.702312352
28-Jun-21	15915.35	15915.65	15792.15	15814.7	255099272	18713.41	13.3675	0.05	15853.9	1.180366345
29-Jun-21	15807.5	15835.9	15724.05	15748.45	360334724	24392.13	13.4025	0.05	15779.975	1.545764806
30-Jun-21	15776.9	15839.1	15708.75	15721.5	262386323	20379.76	13.0025	0.05	15773.925	1.291990421
01-Jul-21	15755.05	15755.55	15667.05	15680	224921644	17359.97	13.045	0.05	15711.3	1.104935301
02-Jul-21	15705.85	15738.35	15635.95	15722.2	254808999	18015.42	12.84	0.05	15687.15	1.148418929
05-Jul-21	15793.4	15845.95	15762.05	15834.35	207032153	14976.54	12.09	0.05	15804	0.947642369
06-Jul-21	15813.75	15914.2	15801	15818.25	391410742	24456.05	12.0675	0.05	15857.6	1.542228963
07-Jul-21	15819.6	15893.55	15779.7	15879.65	329308646	22259.96	12.275	0.05	15836.625	1.405599994
08-Jul-21	15855.4	15885.75	15682.9	15727.9	307928495	19597.95	12.2125	0.05	15784.325	1.241608368
09-Jul-21	15688.25	15730.85	15632.75	15689.8	243249366	19976.86	13.56	0.05	15681.8	1.273888202
12-Jul-21	15766.8	15789.2	15644.75	15692.6	216272488	18482.89	12.9425	0.05	15716.975	1.175982656
13-Jul-21	15794	15820.8	15744.6	15812.35	246676549	18205.97	12.9925	0.05	15782.7	1.153539635
14-Jul-21	15808.7	15877.35	15764.2	15853.95	239924352	18372.84	12.6225	0.05	15820.775	1.161310998
15-Jul-21	15872.15	15952.35	15855	15924.2	284851049	20961.37	12.59	0.05	15903.675	1.31802052
16-Jul-21	15958.35	15962.25	15882.6	15923.4	276298105	18758.13	12.27	0.05	15922.425	1.178095045
19-Jul-21	15754.5	15836.9	15707.5	15752.4	242131813	18088.78	11.705	0.05	15772.2	1.146877417
20-Jul-21	15703.95	15728.45	15578.55	15632.1	274284165	21329.55	12.68	0.05	15653.5	1.362605807
22-Jul-21	15736.6	15834.8	15726.4	15824.05	265250867	23988.39	13.205	0.05	15780.6	1.520119007
23-Jul-21	15856.8	15899.8	15768.4	15856.05	294098244	20685.82	11.885	0.05	15834.1	1.306409584
26-Jul-21	15849.3	15893.35	15797	15824.45	267076679	19487.18	11.7625	0.05	15845.175	1.229849465
27-Jul-21	15860.5	15881.55	15701	15746.45	311012065	26117.34	12.45	0.05	15791.275	1.653909516
